sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
0,0,0.75,0,0.75,0.5,0.5,0,0,0.5,0.75,0,0,
1,0.5,0.25,0.75,0.75,0,0.75,0,0.75,0,0.5,0.25,0.25,
2,0.5,0,0.75,0.25,0.25,0.75,0,0.5,0.75,0.75,0,0.75,
3,0.75,0.75,0.75,0.75,0.25,0.25,0,0,0,0,0,0,
4,0,0.75,0.5,0.25,0.5,0,0.25,0.5,0.5,0.75,0.25,0.75,
5,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0,0.25,0.5,0.5,0.5,
6,0.5,0.5,0.5,0.75,0.75,0.75,0.5,0.5,0,0.25,0.75,0.5,
7,0.25,0.5,0.25,0,0,0.5,0.5,0.5,0,0,0,0.25,
8,0.5,0.75,0.75,0,0.5,0.5,0.75,0.25,0.5,0.75,0,0.25,
9,0.25,0.5,0,0,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.25,
10,0.5,0.25,0.25,0,0.5,0,0.75,0.5,0,0.25,0,0.75,
11,0.75,0.5,0.75,0,0,0.25,0.5,0,0.25,0.25,0.5,0.75,
12,0.25,0.25,0.75,0.75,0.75,0.5,0.25,0,0.5,0,0,0.5,
13,0.25,0,0.75,0,0.75,0.5,0.75,0.75,0.5,0.75,0,0.25,
14,0.5,0.5,0.75,0.25,0.75,0.25,0.75,0.75,0,0.5,0.25,0.25,
15,0,0.25,0,0.75,0,0.25,0.75,0.75,0.5,0.75,0.5,0.5,
16,0,0.5,0.75,0.5,0.5,0.25,0.25,0.5,0.75,0.25,0.75,0.5,
17,0.75,0.25,0.5,0.25,0.25,0.75,0.75,0.25,0.5,0.75,0.75,0.5,
18,0.25,0.25,0.25,0,0,0.5,0.5,0,0,0,0.5,0.5,
19,0.25,0.75,0.5,0,0,0.5,0.5,0.75,0.75,0.75,0.5,0.75,
20,0.25,0.5,0,0.75,0.25,0.25,0.25,0.5,0.5,0.5,0,0,
21,0.25,0.25,0,0.75,0,0.5,0.75,0.5,0.5,0.75,0,0,
22,0,0.75,0.25,0.75,0,0.75,0.5,0,0.5,0.75,0.5,0,
23,0,0.5,0.75,0,0.25,0,0.25,0.25,0,0.25,0,0.75,
24,0.5,0.75,0.25,0.75,0.5,0.5,0.75,0,0.5,0,0.75,0,
25,0.5,0,0.75,0.75,0.75,0,0.25,0.5,0,0.5,0.75,0.5,
26,0.75,0,0,0.75,0.25,0.75,0.75,0.5,0.75,0.25,0,0.5,
27,0.75,0.5,0.5,0.75,0.75,0.25,0,0.5,0,0.75,0.5,0.5,
28,0.75,0.25,0.25,0.5,0.25,0,0.75,0.5,0.75,0,0.5,0.5,
29,0.25,0,0.75,0.75,0.75,0.5,0.5,0.5,0.5,0.25,0.75,0.75,
30,0,0.5,0.75,0.5,0,0.75,0,0.25,0.5,0.5,0.5,0.25,
31,0.25,0.25,0.5,0,0,0.75,0.25,0.75,0.75,0,0.5,0.5,
32,0.25,0.75,0.5,0,0,0.75,0.75,0,0.5,0.75,0,0.5,
33,0.5,0,0.75,0.75,0,0.25,0,0.75,0.25,0,0.75,0.75,
34,0.75,0,0.75,0.25,0.75,0,0.25,0.5,0.25,0.25,0.25,0,
35,0.75,0.75,0.5,0.25,0.25,0,0.5,0,0.75,0.75,0.25,0,
36,0.75,0.25,0.5,0.75,0.25,0.5,0.75,0.25,0.75,0.5,0.25,0,
37,0.5,0.5,0.25,0.75,0,0.25,0.75,0.75,0.75,0,0.75,0.25,
38,0.75,0,0.75,0.75,0.75,0.5,0,0.5,0.5,0.5,0,0.25,
39,0,0,0,0,0,0.75,0.75,0.5,0.5,0,0,0.5,
40,0.75,0.5,0.5,0.25,0.75,0.25,0.5,0.5,0.25,0.5,0.25,0.25,
41,0.75,0.75,0.25,0.25,0.75,0.5,0.25,0,0.5,0.5,0.75,0.5,
42,0.5,0.5,0.25,0,0.25,0,0.75,0.75,0.5,0.5,0.25,0,
43,0.5,0.5,0.75,0,0,0.5,0.75,0.25,0,0.75,0.75,0.25,
44,0.5,0.75,0.75,0,0,0.25,0.5,0.25,0.5,0.75,0.5,0.5,
45,0,0,0.25,0.25,0.5,0.75,0.75,0.25,0.75,0.75,0,0.75,
46,0,0.5,0.25,0.25,0.5,0,0.25,0.25,0,0.25,0.5,0.75,
47,0.25,0.75,0.25,0.75,0.75,0.5,0,0,0.75,0.75,0,0.75,
48,0,0.75,0,0.75,0,0,0.5,0.5,0.5,0,0.5,0.75,
