sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
0,0.25,0.25,0.75,0.25,0.25,0.5,0.75,0.5,0.25,0,0,0,
1,0,0.5,0,0.5,0.25,0.25,0,0.25,0,0.5,0.75,0.5,
2,0.25,0.75,0.75,0.25,0,0,0.5,0.75,0.5,0.75,0.5,0.5,
3,0,0.75,0.5,0,0.25,0.75,0.75,0.25,0.5,0.25,0.75,0.5,
4,0.75,0.25,0.25,0.25,0.25,0.75,0.25,0,0,0.5,0.25,0.75,
5,0.75,0.5,0,0.25,0,0,0,0.75,0,0.5,0.5,0.75,
6,0,0.25,0.5,0.75,0.75,0.5,0,0.25,0.75,0.5,0.25,0,
7,0.25,0.5,0.75,0.25,0,0.75,0,0.25,0.25,0.25,0.25,0.25,
8,0.5,0,0.5,0.25,0.75,0.75,0.75,0.5,0.5,0.75,0,0.75,
9,0,0.5,0.25,0.25,0,0.75,0.75,0,0.25,0,0.75,0.25,
10,0,0.5,0.75,0.5,0.5,0.25,0.5,0.25,0.75,0.5,0.25,0.5,
11,0,0.25,0.5,0.75,0.5,0.75,0.25,0,0,0.5,0.75,0,
12,0.25,0.25,0.5,0.5,0.5,0.75,0,0.25,0.25,0.75,0.5,0,
13,0.5,0.75,0.5,0,0.25,0.5,0.25,0,0.5,0.75,0.75,0,
14,0.75,0.75,0.75,0,0.5,0,0.25,0,0.75,0,0.75,0,
15,0.25,0,0.25,0.5,0.25,0.75,0.5,0,0.75,0.75,0.75,0.25,
16,0.25,0,0.75,0.5,0,0.75,0.25,0,0.75,0.75,0.25,0,
17,0,0.25,0,0.25,0.75,0.5,0.25,0,0.25,0.75,0.75,0.75,
18,0.75,0.75,0.5,0,0.75,0,0.25,0.5,0.75,0.5,0.25,0.25,
19,0.25,0.25,0,0.5,0.25,0,0.75,0.5,0.5,0.5,0,0.75,
20,0.25,0.5,0.75,0.25,0.5,0.75,0,0.25,0.75,0.75,0.25,0.25,
21,0.25,0.75,0,0.5,0.5,0.5,0.75,0.5,0,0.25,0.75,0.75,
22,0.25,0.5,0,0.25,0.5,0.25,0,0.25,0.5,0.5,0,0.75,
23,0,0.5,0.25,0.25,0.25,0.75,0.25,0.5,0.25,0.75,0,0.25,
24,0,0.75,0.25,0,0.5,0.75,0.5,0.5,0,0.25,0,0.25,
25,0.75,0.75,0.75,0.5,0.75,0,0.25,0.25,0.25,0.5,0,0.75,
26,0.5,0.75,0.25,0.75,0.25,0.25,0.5,0.75,0.25,0.25,0.5,0,
27,0.75,0.25,0.25,0,0,0,0,0.75,0.75,0.75,0.75,0,
28,0.25,0.75,0.25,0.25,0,0.75,0,0.25,0.5,0.5,0.75,0.25,
29,0.25,0.75,0,0.25,0,0,0.75,0.5,0.25,0,0.5,0.25,
30,0.25,0.25,0,0.5,0.5,0.25,0.25,0.75,0.75,0.5,0.75,0.75,
31,0.5,0.25,0.75,0,0.75,0,0.75,0.75,0.5,0,0.75,0.25,
32,0.25,0.25,0.25,0.5,0.25,0.75,0,0.5,0.25,0.75,0,0.5,
33,0.75,0,0.5,0.5,0,0,0,0.75,0,0.75,0.75,0,
34,0.25,0.25,0.75,0.75,0.75,0,0.25,0,0.75,0.75,0.75,0.75,
35,0,0.75,0.25,0.75,0.5,0,0,0,0.75,0.25,0,0,
36,0.25,0,0,0.5,0,0.5,0.75,0.75,0.25,0.5,0,0.75,
37,0.75,0.5,0.75,0.75,0,0,0.5,0.5,0.75,0.25,0.5,0,
38,0.5,0.25,0.5,0.75,0.5,0,0.75,0.5,0.5,0.75,0,0.25,
39,0.5,0,0.75,0.5,0.75,0.75,0.25,0.5,0.75,0.25,0.5,0.5,
40,0.5,0.75,0.5,0.75,0.25,0.25,0,0.75,0,0.75,0.75,0.75,
41,0.5,0.75,0.5,0.75,0.5,0.25,0.75,0.5,0.75,0.75,0.5,0,
42,0.5,0.5,0.25,0,0.25,0.75,0,0,0.75,0.25,0.25,0.75,
43,0.25,0.75,0.25,0.25,0.25,0.75,0,0.75,0.5,0.75,0.25,0.5,
44,0.25,0.5,0,0.25,0,0.5,0,0.25,0.75,0.25,0.25,0,
45,0,0.25,0.75,0,0.75,0,0.75,0,0.5,0,0.75,0.5,
46,0.5,0.5,0.25,0.25,0,0.5,0.75,0,0,0.75,0.75,0,
47,0.75,0.5,0.25,0.75,0,0.5,0.25,0,0.5,0,0.25,0.25,
48,0.75,0.25,0.75,0.25,0.5,0.5,0.75,0,0.75,0,0.75,0.5,
49,0.75,0.5,0,0,0.75,0,0.75,0.25,0.75,0,0.75,0,
50,0.25,0,0.25,0.5,0,0,0,0,0.5,0.75,0.5,0.5,
51,0.5,0.5,0.5,0.25,0.75,0.5,0.75,0,0.5,0.5,0,0.5,
52,0,0.75,0.75,0.25,0.75,0,0.25,0.25,0.75,0.5,0.5,0,
53,0,0.75,0.25,0.75,0.5,0,0.25,0,0.25,0.25,0.5,0,
54,0.25,0.75,0.5,0,0.75,0.75,0.75,0.5,0,0.75,0.5,0.5,
55,0.25,0,0.5,0.5,0.75,0.75,0.25,0.25,0.75,0.75,0.25,0,
56,0.75,0.5,0.75,0,0,0.25,0.75,0.75,0.25,0.75,0.5,0,
57,0.75,0.75,0,0.25,0,0.5,0.25,0.75,0,0.25,0.75,0.25,
58,0.5,0.25,0.25,0.75,0.25,0,0.25,0.25,0,0.5,0.5,0,
59,0,0.75,0,0.25,0,0.75,0.25,0,0,0.25,0.75,0.5,
60,0.75,0.75,0,0,0.5,0.5,0.25,0.75,0.25,0.75,0,0.75,
61,0,0.25,0,0.25,0.75,0,0,0.75,0.25,0.25,0.75,0.5,
62,0,0,0.25,0.5,0.25,0,0.5,0.25,0.25,0,0,0.75,
63,0.5,0.75,0,0.25,0,0.25,0.75,0,0.5,0.5,0.25,0.75,
64,0.5,0.25,0.5,0.25,0.75,0.5,0.25,0.25,0.25,0.75,0.25,0.75,
65,0.75,0,0.25,0.5,0,0.75,0.25,0.25,0,0.5,0.75,0,
66,0.5,0.5,0.75,0.25,0.25,0.5,0.5,0.75,0,0.5,0.5,0.25,
67,0.75,0.25,0.25,0.5,0.5,0,0.5,0.75,0.5,0.75,0.5,0.75,
68,0.5,0.5,0.25,0.5,0,0.75,0.25,0,0.25,0.75,0.75,0.75,
69,0.75,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0,0,0.75,0.5,
