sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
0,0.5,0.75,0.5,0,0.75,0,0.5,0.5,0,0.25,0.5,0.5,
1,0.25,0.5,0.75,0.25,0.5,0.25,0.75,0.75,0.25,0.25,0.75,0,
2,0.25,0.25,0.5,0.75,0.75,0,0.75,0.25,0,0.5,0.5,0.75,
3,0.5,0,0.75,0,0.75,0,0.75,0.5,0.25,0.25,0.75,0.25,
4,0,0.5,0.75,0,0.25,0,0.5,0.75,0,0.5,0.75,0.75,
5,0,0.25,0.5,0,0.25,0.25,0,0.25,0.25,0,0.25,0.25,
6,0.75,0.5,0.25,0,0.5,0.5,0.75,0.5,0.75,0,0.75,0.5,
7,0.75,0,0.75,0.5,0,0.75,0,0.5,0.75,0.5,0.75,0,
8,0.25,0,0,0.5,0.75,0.75,0.25,0.25,0,0.75,0.75,0.75,
9,0.5,0.75,0.5,0,0.75,0.25,0.25,0.5,0,0.25,0.5,0.25,
10,0.5,0.75,0.75,0.5,0.5,0.25,0.75,0.75,0,0.5,0.75,0.25,
11,0.75,0.25,0.75,0.75,0.75,0.5,0.75,0.25,0.75,0.5,0.75,0,
12,0,0.25,0.75,0.25,0.25,0.25,0.25,0,0,0,0.5,0,
13,0.5,0.5,0.75,0.75,0.5,0.5,0,0.25,0.5,0,0.75,0.5,
14,0.5,0.25,0.25,0.5,0.5,0.5,0,0.5,0,0.25,0,0.25,
15,0.25,0.25,0,0.25,0.25,0.75,0,0,0.5,0.5,0.75,0.75,
16,0.25,0.75,0.75,0.75,0.25,0.25,0.25,0.75,0.75,0.75,0.25,0.75,
17,0.25,0.25,0.5,0.75,0.75,0.75,0,0,0.25,0.5,0.75,0.25,
18,0.5,0.75,0.25,0.25,0.75,0.75,0,0.5,0.75,0.5,0.75,0,
19,0.75,0,0.5,0.75,0.5,0,0,0.25,0.75,0,0,0,
20,0.5,0.5,0,0.75,0,0.5,0.75,0.5,0,0.5,0.5,0.25,
21,0.25,0.75,0,0.5,0,0,0.5,0.75,0.75,0.25,0.75,0,
22,0.75,0.25,0.75,0.75,0.5,0.25,0.25,0.5,0,0.5,0.25,0.75,
23,0.25,0.25,0.75,0.5,0.5,0,0.5,0.5,0.75,0.5,0.5,0.25,
24,0.5,0.75,0.5,0.75,0.25,0.25,0,0,0,0.5,0.25,0.5,
25,0.25,0.25,0.75,0.25,0.5,0,0.5,0.25,0.75,0.25,0.5,0.25,
26,0.25,0,0.75,0.75,0.5,0.25,0.5,0,0.25,0,0.5,0.25,
27,0.75,0,0.5,0.5,0.5,0.75,0.75,0.25,0.25,0.25,0.5,0.75,
28,0.25,0.25,0.25,0.5,0.25,0.75,0.75,0,0.75,0.25,0.5,0.25,
29,0.75,0.5,0.25,0,0.5,0,0.25,0,0.5,0.75,0,0.25,
30,0.25,0.75,0.5,0.25,0.5,0,0.75,0,0.75,0,0.75,0.5,
31,0.5,0,0.75,0,0.5,0.5,0.5,0.75,0.75,0.25,0,0,
