sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
0,0.25,0.25,0.75,0,0.5,0,0,0,0,0.75,0.5,0,
1,0,0.5,0.75,0,0.5,0.25,0.5,0,0.25,0.75,0,0.25,
2,0.75,0,0.5,0.25,0.75,0,0.75,0.5,0,0.25,0.5,0.25,
3,0.75,0.25,0.75,0.75,0.5,0,0.25,0.25,0.25,0,0.75,0.75,
4,0.25,0.5,0.25,0.75,0.25,0.25,0,0.75,0.75,0.75,0.75,0.5,
5,0.75,0.75,0,0.25,0.25,0,0.75,0.25,0,0.5,0.25,0.5,
6,0.75,0.5,0.75,0.5,0.75,0.25,0,0.25,0,0.25,0.75,0,
7,0.75,0,0,0.25,0.5,0,0.25,0.75,0.25,0.5,0.75,0.25,
8,0.75,0.75,0.25,0.25,0.75,0,0,0.5,0.5,0,0,0.75,
9,0,0.25,0.25,0.25,0.5,0,0.5,0.5,0.5,0,0.75,0.75,
10,0.25,0.25,0.75,0.5,0.25,0.75,0.25,0.5,0,0,0.5,0.25,
11,0.25,0.25,0.75,0.25,0.75,0,0.5,0.25,0.5,0.25,0.25,0,
12,0,0.25,0.75,0.75,0.25,0,0.25,0.25,0.5,0.5,0,0.75,
13,0.25,0.75,0.75,0.5,0.75,0,0,0.5,0.5,0.75,0.5,0,
14,0.25,0.25,0.5,0.25,0.5,0.5,0.75,0.25,0.5,0.25,0.25,0.75,
15,0,0.25,0.75,0.75,0.5,0.25,0.75,0.5,0,0.5,0.75,0,
16,0.25,0,0.75,0.25,0,0,0.75,0.75,0.5,0.25,0.25,0.25,
17,0.75,0.75,0,0.75,0.25,0,0.25,0.25,0,0.75,0.5,0,
18,0.5,0.5,0.25,0.75,0.75,0.5,0.75,0.75,0.75,0,0,0.75,
19,0.75,0.25,0.25,0.25,0,0.25,0,0,0,0.25,0.25,0.25,
20,0.5,0.25,0.25,0.5,0.75,0.75,0,0,0.5,0,0.75,0.5,
21,0.75,0.5,0,0.5,0.25,0.75,0,0.5,0,0,0.75,0,
22,0,0.5,0.5,0.25,0.25,0,0.75,0.5,0.75,0.75,0.25,0.75,
23,0,0,0.75,0.5,0,0.5,0.25,0,0.25,0.5,0,0.25,
24,0.25,0.5,0,0.5,0.75,0,0,0.5,0.5,0.25,0.75,0.25,
25,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0,0.25,0.5,0.75,0.5,
26,0.25,0.25,0,0.5,0.5,0.25,0,0.5,0.75,0,0.5,0,
27,0.25,0.25,0.25,0.5,0.25,0.75,0,0.75,0.25,0.25,0.5,0.75,
28,0,0.5,0.5,0.5,0.25,0.75,0,0.25,0.5,0.5,0.75,0.75,
29,0.5,0.75,0.75,0.5,0.25,0,0,0.75,0.75,0.5,0.5,0.75,
30,0.75,0.25,0,0.75,0.75,0,0.25,0.25,0.75,0.75,0,0,
31,0.75,0.5,0,0.5,0.5,0.5,0.25,0.5,0.25,0.75,0.5,0.5,
32,0.5,0,0.25,0.25,0.5,0.25,0.5,0.75,0,0.5,0,0.25,
33,0,0,0,0,0.25,0.75,0.5,0.25,0.25,0.25,0,0.75,
34,0.5,0.75,0.5,0,0.5,0,0.25,0.75,0.5,0,0,0.25,
35,0.25,0.75,0,0.5,0.75,0,0.75,0.75,0.25,0.25,0.75,0.75,
36,0.25,0.25,0,0.25,0,0.5,0,0.75,0.75,0.5,0.75,0,
37,0.25,0,0.5,0.75,0,0.75,0.5,0,0.5,0.25,0.25,0.5,
38,0.5,0.75,0,0.5,0.75,0.25,0.75,0.75,0.5,0,0.25,0.75,
39,0.25,0.25,0.5,0.5,0.75,0,0.75,0.5,0.75,0.75,0.25,0.5,
40,0,0.75,0.5,0.5,0.25,0,0.25,0.25,0.75,0.25,0.75,0.5,
41,0.25,0.5,0.5,0,0.25,0.75,0.5,0,0.25,0.25,0.25,0,
42,0.25,0,0.25,0.75,0.25,0.25,0.75,0.75,0.75,0,0,0.25,
43,0.75,0.5,0,0.5,0.75,0.5,0.25,0.25,0.5,0.5,0.25,0.25,
44,0.75,0.5,0,0,0.5,0.25,0.25,0,0.25,0.5,0.5,0,
45,0.25,0,0.5,0.75,0.5,0.5,0.5,0.75,0.25,0.25,0.25,0.5,
46,0,0.25,0.25,0.25,0,0,0,0.25,0.25,0.75,0.75,0.5,
47,0,0,0.25,0.25,0.75,0.75,0.5,0.5,0.75,0,0,0.5,
48,0.25,0,0.25,0,0.75,0.25,0.25,0,0.75,0.5,0.25,0,
49,0.5,0.75,0.75,0,0.75,0,0.25,0.25,0.25,0,0.25,0.75,
50,0.25,0,0.75,0.75,0,0.25,0.75,0.25,0.25,0.5,0.75,0.75,
51,0.5,0.25,0.25,0.5,0.25,0.75,0.5,0,0,0.5,0,0.25,
52,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0,0.5,0.25,0.5,0.25,
53,0,0,0.5,0.75,0,0.25,0,0.25,0,0.25,0.25,0.5,
54,0.25,0.25,0.5,0.5,0.25,0,0.25,0.75,0.25,0.5,0.5,0.75,
