sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
0,0.5,0.5,0.75,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0.75,0.75,
1,0.5,0.75,0,0.75,0.5,0.25,0.5,0.5,0,0.75,0,0.75,
2,0,0.25,0,0.5,0.5,0.5,0.25,0.5,0.25,0.75,0,0.75,
3,0.75,0.5,0.25,0.5,0.75,0.75,0.5,0,0.5,0,0.25,0.25,
4,0.5,0,0.75,0.25,0.75,0.75,0.75,0.75,0.5,0.25,0.5,0,
5,0.75,0.75,0,0.75,0.25,0,0.25,0.5,0.75,0.25,0.5,0.25,
6,0.25,0.5,0.75,0.5,0.25,0.5,0.5,0,0,0.5,0,0.75,
7,0.75,0.25,0,0.75,0.5,0.75,0.75,0.75,0.5,0,0.75,0,
8,0.5,0.5,0.5,0.75,0.75,0,0.5,0.75,0.5,0.75,0.5,0.25,
9,0.5,0.75,0,0.5,0.25,0.75,0,0.25,0.75,0.5,0.25,0.5,
10,0,0.75,0.25,0,0.75,0.75,0.5,0.25,0.75,0.5,0.25,0.25,
11,0,0.25,0.25,0.5,0.25,0.75,0.25,0.5,0.5,0.75,0.25,0.75,
12,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0,0,0.5,0,0.75,
13,0.75,0.5,0.25,0.25,0,0.5,0.5,0.25,0,0,0.25,0.5,
14,0,0.25,0,0.75,0.75,0.25,0.25,0.5,0.25,0.25,0.5,0,
15,0.5,0.5,0.5,0.5,0.5,0.25,0,0,0.5,0,0.5,0.25,
16,0.5,0.25,0,0,0.75,0,0.5,0.75,0,0.25,0.25,0.25,
17,0.5,0.5,0.75,0.5,0,0.25,0.25,0.5,0.75,0.75,0.75,0,
18,0.5,0,0.5,0.75,0.75,0,0,0.75,0,0,0,0.5,
19,0,0,0.25,0.25,0.25,0,0,0,0.75,0,0.5,0,
20,0.5,0,0.5,0.5,0,0,0.5,0.5,0,0.5,0.5,0.25,
21,0.5,0.25,0.5,0.25,0.5,0.5,0.5,0,0,0.75,0,0,
22,0.75,0.25,0.25,0.75,0.75,0.75,0,0.5,0.5,0,0.75,0,
23,0.75,0.75,0,0,0.25,0.75,0.5,0.75,0.25,0.25,0.5,0.75,
24,0.75,0.75,0.25,0.75,0.5,0.25,0.25,0,0,0.25,0,0.25,
25,0.5,0.25,0.5,0.75,0.75,0.25,0.75,0.75,0.5,0,0.75,0.25,
26,0,0.5,0.5,0.75,0.75,0.5,0.5,0.25,0.5,0.25,0.5,0.75,
27,0.75,0,0.75,0,0.75,0.5,0.25,0.25,0.25,0,0.75,0,
28,0.5,0.25,0.75,0,0.25,0.75,0.5,0,0.75,0.5,0.5,0.5,
29,0,0,0.25,0.75,0.75,0.25,0,0.5,0.25,0.75,0,0.5,
30,0.5,0.75,0.25,0.75,0.75,0,0.25,0.75,0,0.5,0.5,0.75,
31,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0,0.5,
32,0.25,0.5,0.25,0.75,0.75,0,0.75,0.25,0.75,0.5,0.25,0.25,
33,0.5,0.75,0,0.25,0.5,0.75,0.5,0,0.25,0.75,0.75,0.75,
34,0.25,0.25,0.5,0.75,0.5,0,0.5,0.75,0.75,0.5,0.75,0.75,
35,0.75,0.25,0.25,0,0.75,0.75,0,0.75,0,0.75,0.75,0.75,
36,0,0.5,0.75,0,0.25,0,0.25,0,0,0,0,0.5,
37,0,0,0.75,0.75,0,0.75,0.25,0.25,0.75,0,0,0,
38,0.25,0.75,0.75,0,0.75,0,0.75,0.75,0,0,0.75,0.5,
39,0,0.5,0.25,0.75,0.5,0.5,0,0.25,0.25,0,0,0.5,
40,0,0.5,0.5,0.25,0.75,0,0,0.5,0,0,0.5,0.75,
41,0.5,0.75,0.75,0.25,0.25,0,0.75,0.5,0.75,0.25,0,0.75,
42,0.5,0,0,0,0.5,0,0.75,0.25,0.25,0.5,0.25,0.5,
43,0.25,0.75,0,0,0.75,0.75,0,0.75,0,0.25,0.75,0.75,
44,0.75,0.25,0.25,0.75,0.25,0.75,0.75,0.25,0,0.5,0.5,0,
45,0,0.75,0,0.5,0,0.5,0.5,0,0.75,0.25,0.75,0,
46,0.75,0.5,0.25,0.75,0.5,0,0.25,0,0,0.5,0.75,0,
