sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
0,0,0.5,0.75,0.25,0.75,0.75,0.25,0.5,0.5,0,0.75,0.75,
1,0.75,0.5,0.5,0.5,0.25,0.25,0.75,0,0.5,0.5,0,0,
2,0.5,0.25,0.5,0.5,0.25,0.5,0.25,0.25,0,0,0.25,0.5,
3,0,0.5,0.5,0.75,0.25,0.5,0.5,0,0.25,0,0.25,0,
4,0,0.5,0.25,0,0,0.75,0.5,0.5,0.25,0,0.25,0.5,
5,0.5,0.75,0.75,0,0.75,0.75,0.5,0.5,0.75,0,0.25,0.5,
6,0.5,0.5,0.5,0.75,0.75,0.75,0.25,0,0,0.5,0,0.5,
7,0.5,0.5,0.75,0.25,0,0.25,0.25,0.75,0.25,0,0.5,0.75,
8,0.5,0,0.75,0,0,0.5,0.5,0.75,0.25,0.5,0.5,0.75,
9,0.5,0.25,0.75,0,0.75,0.25,0.5,0.5,0.5,0.75,0.75,0.75,
10,0.25,0,0.25,0.25,0.5,0.75,0.25,0.5,0.75,0.5,0.25,0.5,
11,0.5,0,0.75,0.25,0.75,0.25,0.75,0.5,0.5,0.5,0,0.25,
12,0.5,0,0,0.5,0.75,0.25,0.5,0,0.5,0.25,0,0.75,
13,0,0.25,0.25,0.75,0.5,0.75,0.75,0.5,0.25,0.75,0.75,0,
14,0.5,0.5,0.5,0.75,0.5,0,0.75,0.75,0.75,0.5,0,0.25,
15,0.75,0.5,0,0.5,0.5,0,0,0.75,0.75,0.75,0.75,0.75,
16,0,0.5,0.25,0,0.25,0.75,0.5,0.75,0.5,0.25,0,0.5,
17,0.75,0.25,0.25,0,0,0,0.75,0.25,0.75,0.25,0.25,0.75,
18,0.25,0.75,0.25,0,0.25,0.25,0.75,0.5,0.5,0,0.5,0.25,
19,0.25,0.75,0,0.75,0,0.75,0,0.25,0.75,0.25,0.5,0.75,
20,0.25,0.25,0,0.25,0.5,0.25,0.25,0,0.5,0.5,0.25,0.5,
21,0.75,0.75,0.5,0.25,0.75,0.75,0,0.75,0.75,0,0.75,0,
22,0.75,0.5,0,0.5,0,0.25,0.75,0.25,0.75,0.5,0.75,0,
23,0.25,0.5,0,0,0.75,0,0.75,0.5,0.25,0.5,0.5,0.25,
24,0.25,0.25,0.25,0.25,0.75,0,0.75,0.75,0.75,0,0.25,0.5,
25,0.25,0,0,0.25,0.75,0.5,0,0.75,0.5,0.75,0.75,0.5,
26,0,0.25,0.75,0.5,0.75,0,0,0.25,0.5,0.75,0.5,0.5,
27,0.25,0.5,0.25,0.75,0,0.5,0,0.25,0,0.75,0,0,
28,0.5,0.75,0.5,0.25,0.25,0.75,0.5,0,0.25,0.5,0.25,0.25,
29,0.75,0.25,0.25,0.5,0.25,0.75,0,0.75,0.75,0.25,0.5,0.75,
30,0.5,0.75,0.75,0.75,0.5,0.5,0.5,0,0.75,0,0.75,0.25,
31,0.25,0.75,0.5,0.5,0.75,0.25,0,0.25,0.75,0.25,0,0,
32,0.75,0.5,0.75,0.75,0.25,0.5,0.5,0,0.25,0,0.75,0,
33,0.5,0,0.25,0,0.25,0.5,0,0.75,0.25,0,0,0.25,
34,0,0.75,0.5,0.25,0,0.5,0,0,0.25,0.25,0.5,0.75,
35,0.75,0,0.25,0.75,0.25,0,0,0.75,0.25,0.25,0.25,0.5,
36,0.5,0.5,0.25,0,0,0.5,0,0.5,0.75,0,0,0.75,
37,0.25,0.25,0.75,0.25,0.75,0.5,0.25,0.25,0.5,0.75,0.5,0.5,
38,0.75,0,0,0.25,0,0.75,0.75,0.25,0,0.75,0,0,
39,0.75,0.25,0.5,0.75,0.5,0,0.25,0.25,0.25,0.25,0,0.75,
40,0.5,0.75,0,0.25,0.5,0,0.5,0.75,0.25,0.5,0.75,0.25,
41,0.75,0.25,0,0.75,0.75,0,0,0.5,0,0.75,0.5,0.25,
42,0,0.5,0,0,0.25,0.75,0,0.5,0.25,0.75,0.5,0.75,
43,0,0.5,0.25,0.25,0.75,0.25,0.5,0,0,0.5,0,0.25,
44,0.25,0,0.5,0.75,0,0.75,0.5,0.25,0,0.75,0.25,0,
45,0.5,0.75,0,0.5,0.5,0,0,0.75,0.5,0.75,0,0.25,
46,0.25,0.75,0,0.5,0.75,0.5,0.75,0.5,0.25,0,0.5,0.75,
47,0.5,0.75,0.75,0.5,0.25,0.25,0.5,0.5,0,0,0.75,0,
48,0.25,0,0,0.5,0,0.5,0.5,0,0.25,0.25,0.75,0,
49,0,0.25,0.5,0,0.75,0.25,0.75,0.5,0.75,0.25,0,0.5,
50,0,0.5,0.5,0.25,0.5,0,0.25,0.75,0.75,0.25,0.25,0.25,
51,0.5,0.75,0.25,0.5,0.75,0.5,0,0.5,0.5,0.75,0.75,0.5,
52,0.75,0.75,0.5,0.25,0.75,0.5,0,0.5,0.75,0.5,0.5,0.25,
53,0.25,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.75,0.25,0,0.75,
54,0.75,0.75,0,0.25,0.25,0.75,0.25,0.75,0.25,0,0.25,0.5,
55,0.25,0,0.25,0.5,0.5,0.75,0.25,0.25,0.5,0.5,0.5,0,
56,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.75,0.5,0.5,0,
57,0,0.25,0,0.5,0,0.25,0.75,0.5,0,0.5,0.25,0.5,
58,0,0.25,0.5,0,0.75,0.25,0.5,0.25,0.75,0.25,0.75,0.25,
59,0.75,0,0.5,0,0.5,0.5,0.25,0.5,0,0.5,0,0,
60,0.25,0.5,0.75,0,0.5,0.75,0.25,0.25,0,0,0.5,0.5,
61,0.5,0.75,0.25,0.75,0.75,0,0,0.25,0,0.75,0.75,0.5,
62,0,0.25,0.5,0.25,0.5,0,0.75,0.25,0,0.5,0.25,0.5,
63,0.25,0.5,0.5,0.75,0,0,0.75,0.5,0,0.75,0.75,0,
64,0,0.75,0.25,0.75,0.25,0.25,0,0,0.5,0.75,0.25,0.5,
65,0.5,0.25,0.25,0,0,0.75,0.75,0.75,0.75,0,0.75,0.75,
66,0.75,0.5,0.5,0.75,0.75,0.75,0.75,0,0.5,0.25,0.5,0.75,
67,0.25,0.5,0.75,0,0.75,0.25,0.25,0.25,0.25,0.5,0,0.25,
68,0.75,0.25,0,0.5,0,0,0.25,0.5,0.75,0.25,0.25,0.75,
69,0,0,0,0.75,0.5,0.25,0.5,0.25,0.25,0.5,0.75,0.75,
