sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
0,0,0.25,0.25,0.25,0.5,0,0,0.5,0.25,0.5,0.5,0.5,
1,0.75,0.75,0,0.5,0.25,0.75,0,0.5,0,0.5,0.5,0,
2,0,0.75,0,0,0.25,0.25,0.25,0.5,0.5,0,0.5,0.75,
3,0,0.25,0.25,0.5,0,0,0.25,0,0.5,0.75,0,0.5,
4,0.25,0.25,0,0.25,0.75,0,0.25,0.75,0.25,0.5,0,0.5,
5,0.75,0.75,0.75,0.5,0.5,0.75,0,0.75,0.25,0,0,0.75,
6,0.75,0.75,0.25,0.5,0.25,0.5,0.75,0.25,0,0.5,0.25,0.25,
7,0.5,0,0.5,0.25,0.25,0.5,0.25,0.25,0,0.75,0,0,
8,0.5,0.25,0.75,0.5,0.5,0.5,0.25,0,0.25,0.75,0.5,0,
9,0.75,0.75,0.25,0.25,0.25,0,0.5,0,0.5,0.75,0.5,0.75,
10,0.75,0.5,0.25,0.75,0.5,0,0.25,0.25,0.75,0.75,0,0.25,
11,0.25,0,0.5,0.5,0,0.5,0.25,0.5,0.75,0.75,0.5,0.25,
12,0.25,0.25,0.5,0,0.5,0.25,0.75,0,0.25,0.25,0.25,0.5,
13,0,0.5,0.75,0.5,0.5,0.25,0.5,0,0.75,0.75,0.75,0.25,
14,0.75,0,0,0.25,0,0.25,0.5,0.75,0.5,0.25,0.25,0.25,
15,0.75,0.5,0.5,0.5,0.25,0.75,0,0.25,0.25,0.5,0.5,0,
16,0.25,0.75,0.75,0.75,0.25,0.5,0,0.5,0.75,0.25,0,0.5,
17,0.5,0.75,0.25,0.75,0,0,0.5,0.75,0.5,0,0.5,0.75,
18,0,0.5,0.75,0,0.5,0.25,0,0.25,0,0.25,0.75,0,
19,0.75,0.5,0,0.25,0.5,0.5,0,0,0.5,0.25,0.25,0.25,
20,0,0.25,0.75,0.75,0.5,0.75,0.5,0.5,0,0,0.75,0,
21,0,0.5,0.5,0.25,0.5,0.25,0.75,0.5,0.75,0.5,0.25,0,
22,0,0.25,0,0.25,0.5,0,0.75,0.5,0,0.25,0.5,0.5,
23,0.5,0.75,0.75,0.75,0.25,0,0.25,0.75,0.25,0,0.25,0.25,
24,0,0.75,0,0,0.5,0.25,0.5,0.5,0.75,0.25,0.5,0.5,
25,0.75,0,0.5,0.5,0,0.25,0.25,0,0.25,0.75,0,0.5,
26,0.5,0.5,0,0.75,0.25,0.25,0.75,0.5,0.5,0.25,0.75,0.25,
27,0.75,0.5,0.5,0.25,0.75,0.5,0.25,0.5,0,0.5,0,0.25,
28,0.25,0.25,0,0.75,0,0.5,0.5,0.25,0.5,0,0.75,0.5,
29,0.25,0.75,0.5,0.75,0.75,0.25,0.5,0.5,0.75,0.25,0,0.25,
30,0,0.75,0.75,0.5,0.75,0.25,0.75,0.75,0.25,0,0.25,0.75,
31,0,0,0.25,0.5,0.5,0.75,0.5,0.25,0.5,0.5,0.75,0,
32,0.5,0.5,0.25,0.75,0.25,0.5,0.75,0.25,0.25,0.5,0.5,0.25,
33,0,0.25,0,0.75,0.75,0,0,0.25,0.75,0.5,0,0.5,
34,0.75,0.25,0,0.75,0.5,0.5,0.5,0,0.5,0,0.5,0.5,
35,0,0.25,0,0.25,0.75,0,0.5,0.75,0,0.5,0.75,0,
36,0.75,0.75,0.75,0.5,0,0.5,0.75,0,0.5,0.25,0.75,0.25,
37,0.25,0.25,0,0.75,0.75,0,0,0,0.25,0,0.25,0.75,
38,0.5,0.5,0.75,0.5,0.25,0.5,0.5,0.25,0,0.75,0.75,0.75,
39,0.5,0.25,0.5,0.75,0.5,0,0.25,0.5,0,0,0.75,0.25,
40,0,0.25,0.25,0,0,0.75,0.5,0.75,0.5,0.75,0.5,0.25,
41,0.5,0,0,0.5,0,0.75,0.75,0.75,0.75,0.5,0,0,
42,0,0,0,0.5,0.25,0.25,0.75,0.75,0.25,0,0.75,0,
43,0.25,0,0.5,0.75,0.25,0,0,0.5,0.75,0,0.5,0.75,
44,0.25,0.25,0,0.5,0.75,0.25,0.75,0.75,0.75,0,0.25,0.5,
45,0.75,0.5,0.5,0.75,0.5,0,0,0,0.75,0.25,0.25,0.75,
46,0.25,0,0.25,0,0,0.75,0.5,0.25,0.25,0.25,0.5,0,
47,0.25,0,0.5,0.75,0,0.25,0.5,0.75,0,0.25,0,0,
48,0,0.5,0.75,0,0.5,0,0,0,0.25,0.25,0.75,0.75,
49,0,0,0,0.25,0.5,0.5,0.5,0,0.5,0.5,0.25,0.25,
50,0.5,0.5,0.5,0.75,0,0.75,0.5,0.75,0.75,0,0,0,
51,0.25,0.25,0,0,0,0.25,0.25,0.25,0.5,0.75,0.75,0,
52,0.5,0.75,0.5,0.75,0.5,0.25,0.25,0.25,0.25,0.25,0,0.75,
53,0.75,0,0.5,0.75,0,0.75,0.25,0.25,0,0.25,0.5,0.5,
54,0,0.5,0.5,0.25,0.5,0,0,0,0.75,0.75,0.25,0.25,
55,0.5,0.5,0,0.5,0,0.75,0.5,0.5,0.5,0.75,0.5,0.75,
56,0.75,0.25,0.5,0.25,0,0.75,0,0.5,0,0.5,0.75,0.25,
57,0.5,0,0,0.75,0,0.75,0.5,0,0.25,0.75,0,0.75,
58,0.5,0.75,0,0.5,0.75,0,0.75,0.5,0.5,0,0.25,0.5,
59,0.5,0.25,0.5,0.75,0,0,0.75,0.25,0,0,0,0.75,
60,0.5,0.75,0.25,0.5,0.25,0.75,0.25,0.5,0.5,0.25,0.5,0.5,
61,0,0.5,0,0.75,0.25,0.5,0,0.75,0.5,0,0,0.25,
62,0.25,0.5,0.5,0,0.75,0.25,0,0,0.75,0.25,0,0.25,
63,0.5,0.5,0.5,0.25,0.25,0.75,0,0.5,0.5,0.25,0,0.5,
64,0.5,0.75,0.25,0,0.25,0.5,0.75,0,0.75,0.5,0.25,0.75,
65,0,0.25,0.5,0.5,0,0.25,0,0.5,0.75,0.5,0.25,0.75,
66,0,0,0,0.75,0.5,0.75,0.5,0.75,0,0,0.5,0.75,
67,0.5,0.5,0.25,0.5,0,0.5,0.75,0.75,0,0.75,0.25,0,
68,0,0.75,0,0.75,0.75,0,0,0,0,0.5,0.75,0.5,
69,0,0.75,0,0,0.75,0.5,0.5,0,0,0.75,0.75,0.75,
