sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
0,0.5,0.25,0,0.25,0.75,0.75,0.25,0,0.25,0.75,0.5,0.75,
1,0.25,0.5,0.75,0,0,0.5,0.25,0.5,0.25,0.25,0.75,0,
2,0,0.75,0.75,0.75,0,0.25,0,0,0.75,0,0,0.25,
3,0.5,0.25,0,0.5,0.25,0.25,0,0,0.25,0.25,0.75,0.75,
4,0,0,0.75,0,0,0.75,0,0.75,0.75,0,0.25,0,
5,0.25,0.25,0.5,0.5,0.5,0,0.75,0.75,0.5,0,0,0.75,
6,0.5,0,0.25,0.25,0,0.25,0.25,0.75,0.5,0.5,0.75,0.75,
7,0.5,0.75,0.75,0.75,0.25,0,0,0.75,0.75,0.75,0,0.75,
8,0.5,0.75,0.5,0.25,0.25,0,0.5,0.75,0.5,0.5,0.25,0,
9,0.75,0.5,0.25,0.75,0,0,0.5,0,0.75,0,0.25,0,
10,0,0.75,0.75,0.75,0.5,0.5,0.75,0.25,0,0.25,0.5,0.5,
11,0,0,0.25,0,0.5,0.25,0.5,0,0,0.75,0,0.75,
12,0,0.75,0,0,0.75,0,0,0.75,0,0.75,0.25,0,
13,0.25,0.25,0.5,0,0.25,0.5,0,0.75,0.5,0.75,0,0.25,
14,0.25,0,0,0,0,0.25,0,0,0.5,0,0.25,0.5,
15,0.25,0.25,0,0.25,0.5,0.5,0.75,0,0.5,0.25,0.5,0.75,
16,0.25,0.75,0.25,0.75,0.75,0.5,0.75,0,0.75,0.75,0.25,0,
17,0.75,0,0.25,0.5,0.75,0.75,0,0,0.25,0.5,0.5,0.25,
18,0.25,0.5,0.25,0.25,0.75,0.75,0.25,0,0.5,0.25,0.75,0.5,
19,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0,0.25,0.5,0,0.25,
20,0.5,0.75,0.5,0.75,0.25,0.75,0.25,0.75,0.25,0,0.5,0.75,
21,0.25,0,0,0,0.5,0.75,0.5,0.25,0.75,0.25,0,0.5,
22,0.25,0.25,0.75,0.75,0,0.25,0.5,0.5,0.25,0,0.5,0.75,
23,0,0.75,0.5,0.75,0.25,0,0,0.5,0,0.75,0.5,0.5,
24,0.25,0,0.25,0.75,0.75,0.75,0.25,0.5,0.75,0.5,0,0.25,
25,0.25,0.5,0.75,0,0.5,0.75,0,0.25,0.75,0.25,0.25,0,
26,0.5,0,0.5,0,0.25,0.75,0.25,0.75,0.75,0,0.75,0,
27,0.5,0.75,0.75,0,0.75,0,0.5,0.75,0.25,0.25,0.75,0.25,
28,0.5,0.75,0,0.75,0.75,0.5,0.75,0.25,0.75,0,0,0,
29,0,0.25,0.75,0.25,0,0.25,0,0,0.25,0,0.25,0,
30,0.5,0.25,0.5,0.75,0.75,0.25,0.75,0.75,0,0.5,0.5,0,
31,0.25,0.25,0,0.5,0.25,0.25,0,0,0.5,0,0.25,0.5,
32,0.75,0.75,0.5,0.75,0.5,0,0,0.25,0,0,0.5,0.75,
