sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
0,0.25,0.25,0.25,0.5,0.75,0.5,0.25,0,0.5,0.25,0,0,
1,0.5,0.25,0,0.25,0.75,0.5,0.5,0.75,0.25,0.25,0.25,0.25,
2,0,0.75,0.25,0,0.75,0.75,0.25,0,0.25,0.25,0.75,0.5,
3,0.25,0.75,0.25,0.5,0,0,0,0,0.5,0.75,0.75,0,
4,0.25,0.5,0.75,0.5,0.75,0,0.25,0,0,0.25,0,0.5,
5,0.25,0.75,0.25,0,0,0.75,0,0.5,0.5,0,0.5,0.5,
6,0,0.5,0,0,0,0.5,0.5,0,0,0.25,0,0.5,
7,0.25,0.75,0.75,0,0.25,0.25,0.75,0.75,0.25,0,0.75,0.25,
8,0.25,0.5,0,0,0.75,0,0.5,0,0.25,0.75,0.5,0,
9,0.75,0.5,0,0.25,0,0.5,0.25,0,0.5,0.75,0.25,0.5,
10,0.5,0.5,0.5,0,0,0,0.5,0,0,0.5,0.25,0.75,
11,0.75,0.5,0.25,0.75,0.5,0.25,0.25,0.5,0.75,0.5,0.25,0,
12,0.75,0,0.75,0.25,0.75,0.25,0.75,0.25,0.5,0,0.25,0.25,
13,0.5,0.75,0.5,0.25,0.5,0.25,0.75,0,0.25,0.5,0.25,0.5,
14,0,0,0.5,0.25,0.5,0.5,0.25,0.5,0.75,0,0,0.75,
15,0.5,0,0,0.75,0.25,0.5,0.75,0.75,0,0.25,0.25,0.75,
16,0.75,0.5,0,0.25,0.75,0,0.5,0.25,0.5,0.25,0.75,0,
17,0.75,0.25,0.75,0.5,0.75,0.25,0.5,0.75,0.25,0.75,0.5,0,
18,0.5,0.5,0.25,0.5,0,0.25,0,0,0.5,0.75,0.25,0,
19,0,0.5,0.75,0,0.25,0.5,0.25,0,0.25,0,0.5,0,
20,0,0,0.5,0,0,0,0.75,0.5,0.75,0.75,0.75,0.75,
21,0.5,0.5,0.25,0.75,0.75,0.25,0.25,0.5,0.5,0.5,0.25,0.75,
22,0.75,0,0.5,0,0.25,0.5,0,0,0.75,0.25,0,0.5,
23,0,0.5,0.75,0.75,0.5,0.25,0.25,0,0,0,0.5,0.25,
24,0,0,0.25,0,0.75,0.25,0.25,0.5,0.25,0.75,0.25,0.25,
25,0,0.5,0,0.75,0.5,0,0.5,0.25,0.75,0.25,0.5,0.25,
26,0.5,0.5,0,0,0.5,0.25,0,0.75,0.25,0,0,0.75,
27,0.25,0.5,0.75,0.75,0.25,0,0.5,0.25,0,0,0.5,0.75,
28,0.25,0,0,0.75,0.5,0.5,0.25,0.5,0.75,0.75,0,0.75,
29,0.25,0,0.75,0.25,0.5,0.25,0,0.5,0,0.25,0.75,0.5,
30,0.75,0.5,0.5,0.75,0,0.75,0.75,0,0.5,0.5,0.75,0,
31,0.5,0.75,0.25,0.5,0.5,0.5,0.5,0.5,0,0.25,0.75,0,
32,0,0.5,0.75,0.5,0.5,0.75,0.25,0,0.5,0.5,0,0.25,
33,0.75,0,0.5,0.75,0.25,0,0.5,0.5,0.75,0.25,0.25,0.25,
34,0.25,0.5,0.5,0.5,0.5,0.5,0,0.25,0.25,0.75,0,0.75,
