sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
0,0.25,0.75,0.5,0.5,0,0.25,0.5,0.75,0.25,0.75,0.25,0.75,
1,0.75,0.5,0.25,0,0,0,0,0.5,0.75,0.75,0.75,0,
2,0.25,0.75,0,0.5,0,0.25,0.25,0.75,0,0.5,0,0.5,
3,0.5,0.5,0.75,0.25,0.5,0.75,0,0.75,0.75,0,0,0,
4,0,0,0.5,0,0.75,0,0.75,0,0.5,0,0.5,0,
5,0.5,0.5,0.75,0,0.75,0.25,0.75,0.75,0.75,0.25,0.5,0,
6,0.5,0,0.25,0.5,0.75,0.25,0.5,0.5,0.25,0.5,0.5,0.25,
7,0.25,0.25,0,0.5,0,0.75,0,0,0,0,0.5,0.75,
8,0.5,0.25,0.25,0.5,0.5,0.75,0.5,0.75,0.5,0.5,0,0.25,
9,0.5,0.75,0.75,0.75,0.5,0.25,0.25,0.75,0.75,0.5,0.5,0.75,
10,0.5,0.75,0.25,0.5,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0,
11,0.75,0.5,0.25,0,0.75,0.75,0,0.75,0.75,0.5,0.25,0.25,
12,0,0.75,0,0,0.5,0.75,0,0,0.25,0.75,0.75,0,
13,0.25,0.5,0.5,0.25,0.5,0.25,0,0,0.5,0,0,0.5,
14,0,0.25,0,0.25,0.75,0.25,0.25,0.75,0.25,0,0.5,0.5,
15,0.75,0.5,0.25,0,0.75,0.5,0.5,0.25,0,0.25,0.75,0.25,
16,0.25,0.25,0.5,0,0.25,0.5,0.25,0.5,0,0,0.75,0.5,
17,0.25,0.75,0.5,0.75,0,0.5,0.25,0.25,0.5,0,0,0,
18,0.25,0.5,0.25,0.5,0.75,0.5,0,0.25,0.5,0.25,0,0,
19,0,0.25,0.75,0.75,0.25,0,0.5,0,0,0.75,0.5,0.25,
20,0,0.5,0.25,0.25,0,0.5,0.75,0.25,0.25,0.75,0,0.5,
21,0.75,0,0.25,0.75,0,0.5,0,0.75,0.5,0.5,0,0,
22,0,0.75,0,0.5,0,0.25,0,0.5,0.75,0.25,0.25,0.75,
23,0.75,0.5,0.75,0.25,0,0.5,0.25,0.5,0.5,0.5,0.25,0.75,
24,0.75,0.25,0.5,0,0.75,0.5,0,0,0.25,0.25,0.5,0.5,
25,0.25,0.75,0,0,0.5,0,0.75,0.25,0.25,0.75,0.75,0.75,
26,0.25,0.25,0.5,0,0.75,0.5,0.5,0.25,0.5,0.5,0,0.5,
27,0.25,0.75,0,0.75,0.5,0.25,0.75,0.75,0.5,0.25,0.75,0.25,
28,0.25,0,0.5,0.25,0.5,0,0.5,0.25,0.25,0.25,0.75,0.75,
29,0.25,0.25,0.75,0,0,0.25,0.75,0,0.25,0.5,0.5,0,
30,0.25,0.25,0.5,0.5,0,0,0.75,0.75,0.25,0.5,0,0.75,
31,0.25,0.25,0.75,0.25,0.25,0,0.75,0.25,0.25,0,0.5,0.25,
32,0,0.75,0.75,0,0.5,0,0.25,0.25,0.75,0.5,0.25,0.5,
33,0.5,0,0.5,0.5,0,0.75,0,0.75,0.25,0.5,0,0.25,
34,0.25,0.25,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.25,0.75,0,
35,0.75,0.75,0,0.5,0.25,0.75,0.5,0.75,0.5,0.75,0.75,0.5,
36,0,0.25,0.75,0.5,0.25,0,0,0.75,0.75,0.75,0.5,0.5,
37,0.25,0.75,0.5,0.5,0.5,0.25,0.25,0.5,0.75,0.5,0.25,0.5,
38,0.75,0.25,0,0.5,0,0.25,0.75,0.75,0.75,0,0,0,
39,0.75,0.75,0.75,0.5,0.5,0,0.25,0,0.5,0,0.25,0,
40,0.25,0.5,0,0.75,0.75,0,0,0,0.5,0.25,0.25,0.5,
41,0.25,0.75,0,0.5,0.75,0,0.5,0.5,0.5,0,0.75,0,
42,0.5,0,0.5,0.5,0.75,0.75,0,0.75,0.5,0,0.75,0.75,
43,0.5,0,0.75,0,0.25,0.25,0.75,0.5,0.75,0.75,0.5,0.25,
44,0.25,0.25,0.5,0.25,0.5,0,0.5,0.25,0.75,0.25,0,0.75,
45,0.75,0,0,0.75,0.5,0.5,0,0.25,0.75,0.5,0.5,0.75,
46,0.25,0.75,0.75,0.75,0.25,0,0.25,0,0.5,0.75,0,0.25,
47,0.75,0.75,0.5,0.75,0,0.25,0,0.25,0.25,0.5,0,0.5,
48,0.75,0,0.5,0.75,0,0.75,0.5,0,0.75,0,0.25,0,
49,0,0,0.25,0.25,0.25,0,0,0.75,0,0.25,0.25,0.25,
50,0.5,0.75,0.5,0.25,0.75,0.5,0.25,0.25,0.25,0.5,0.25,0,
51,0,0,0.75,0,0.25,0,0,0.5,0.25,0.25,0.5,0.5,
52,0.75,0.75,0.5,0,0.5,0.25,0,0.25,0.5,0.75,0.75,0.75,
53,0.25,0.25,0.5,0.5,0,0.5,0.5,0,0.75,0.75,0,0,
54,0.25,0.25,0,0,0.75,0,0,0.25,0,0.5,0.5,0.25,
55,0,0,0,0,0.25,0.25,0.5,0,0.75,0.5,0.75,0.5,
56,0.5,0.5,0.75,0.5,0,0.25,0,0.25,0.25,0.75,0.25,0.5,
57,0.5,0.25,0.75,0,0.25,0,0,0.25,0.25,0.5,0.75,0.75,
58,0.5,0.25,0.5,0.25,0,0,0,0.75,0.75,0,0.25,0,
59,0.5,0,0,0,0.25,0.75,0.25,0.25,0.75,0.75,0.5,0.75,
60,0.75,0.5,0.75,0.5,0.25,0.5,0,0.75,0,0.25,0.75,0,
61,0.75,0.25,0.5,0,0.75,0.25,0,0.75,0.25,0.5,0.5,0.75,
62,0.5,0.5,0.5,0.25,0.5,0.5,0,0.5,0,0.25,0,0.25,
63,0,0.5,0,0,0,0,0.25,0.5,0,0.25,0.75,0.25,
64,0.25,0.75,0.75,0,0,0.25,0.75,0.5,0.75,0.5,0.25,0,
65,0.5,0.25,0.25,0.75,0.5,0.25,0.5,0.5,0.5,0.5,0.75,0,
66,0.75,0.25,0,0,0.5,0.25,0,0.5,0.5,0,0,0.5,
67,0,0,0.25,0,0.25,0.75,0.25,0.5,0.5,0,0,0.25,
68,0.5,0.75,0.5,0.5,0,0.25,0.75,0.25,0.5,0.5,0.75,0.5,
69,0.5,0.75,0.25,0,0.75,0.25,0.25,0,0.25,0.5,0,0.75,
