sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
0,0.5,0.75,0.5,0,0.5,0.5,0.25,0,0.25,0,0.75,0.75,
1,0.75,0.5,0.75,0.5,0.75,0.75,0.5,0.25,0.5,0.25,0,0,
2,0.25,0.25,0.25,0,0.75,0,0.75,0.5,0.25,0.5,0,0.5,
3,0.5,0.5,0.5,0.25,0.5,0.25,0,0.25,0,0.75,0.25,0.5,
4,0.75,0,0.25,0.75,0.25,0.75,0,0.5,0.75,0,0.75,0.75,
5,0,0.25,0.75,0.5,0.25,0.25,0,0.75,0.75,0.75,0.25,0.75,
6,0.25,0.75,0.25,0.75,0,0.25,0,0.5,0,0.25,0.5,0.25,
7,0.5,0.25,0.75,0.25,0,0.75,0.75,0.75,0.5,0,0,0.75,
8,0.75,0.5,0,0.75,0.75,0.25,0.75,0.25,0.25,0,0.5,0.25,
9,0.75,0.75,0.25,0,0.75,0.75,0.5,0.5,0.25,0.75,0.5,0,
10,0,0.25,0.75,0.75,0,0.5,0.5,0.25,0.5,0.25,0.75,0.25,
11,0.25,0.25,0.25,0.75,0,0,0.5,0.25,0.25,0.25,0.25,0,
12,0.5,0.75,0.25,0.75,0.25,0.5,0,0,0.5,0.25,0.75,0,
13,0.25,0.5,0.5,0.75,0,0,0,0.5,0.75,0,0.5,0.25,
14,0.75,0.5,0,0.75,0.5,0.75,0.5,0,0.5,0,0.5,0.5,
15,0,0.75,0.25,0.25,0.5,0.75,0.75,0.25,0.5,0,0.25,0.5,
16,0,0.75,0.25,0.5,0.5,0,0.25,0.5,0,0.75,0.25,0.75,
17,0,0.75,0.5,0.5,0.25,0.75,0.5,0.5,0.25,0.25,0.25,0,
18,0.75,0.25,0.25,0.5,0,0.5,0.5,0.25,0,0,0.25,0.25,
19,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.5,0.75,0.75,
20,0,0.25,0.5,0.25,0.25,0.5,0.75,0.5,0.25,0.75,0,0.75,
21,0.25,0,0.5,0.75,0.75,0.75,0,0.25,0.25,0.5,0.75,0.5,
22,0.75,0,0.5,0.75,0.25,0.75,0.25,0,0.25,0.5,0.75,0,
23,0,0.75,0.25,0.75,0,0.75,0.75,0.5,0.5,0.75,0.5,0.75,
24,0.75,0.25,0,0.25,0,0,0.5,0.75,0.75,0,0.75,0,
25,0,0.75,0.75,0.25,0,0,0,0.5,0.75,0,0.25,0.75,
26,0,0.75,0.25,0.75,0,0,0.25,0,0.25,0.5,0,0,
27,0,0,0.25,0.25,0.25,0.25,0,0.25,0.5,0.25,0.25,0.75,
28,0,0,0.25,0,0.75,0.25,0.75,0.25,0,0.75,0.25,0.5,
29,0.75,0,0.25,0.75,0.5,0.25,0,0,0.75,0.25,0.25,0.75,
30,0,0.25,0.75,0,0,0,0,0.25,0,0,0.5,0,
31,0.75,0.75,0.75,0.5,0,0.5,0.75,0.25,0.5,0.5,0.75,0.5,
32,0.5,0.75,0,0.25,0.5,0,0.5,0.5,0,0.75,0.5,0.25,
33,0.75,0.5,0.75,0.75,0,0.75,0.75,0.75,0.5,0,0.5,0.25,
34,0,0.75,0,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.75,
35,0.75,0.5,0.25,0.25,0.75,0.25,0.75,0.75,0.25,0,0.75,0.25,
36,0.25,0.25,0.25,0.75,0.5,0.5,0.75,0.75,0,0.25,0.25,0.5,
37,0.5,0.75,0.75,0.25,0.25,0.5,0,0.75,0.75,0,0,0.75,
38,0.25,0.75,0.75,0.75,0.75,0.25,0,0.25,0.25,0.5,0.75,0.25,
39,0.75,0.5,0.75,0.5,0.75,0.25,0.25,0.5,0.75,0.75,0,0.75,
40,0,0,0.75,0,0,0.25,0,0,0,0.75,0.5,0,
41,0.75,0.75,0,0,0.25,0,0.75,0.25,0.5,0.5,0.75,0,
42,0.75,0,0.25,0.5,0.75,0.25,0.75,0.5,0.5,0.75,0,0.5,
43,0,0.25,0.5,0.25,0.5,0.25,0,0.75,0.5,0.5,0.75,0.25,
44,0.5,0,0.75,0.75,0.25,0.5,0.75,0.5,0.25,0.5,0,0,
45,0.5,0,0.25,0,0,0.25,0.5,0.5,0.75,0.25,0.75,0.75,
46,0.5,0.5,0.75,0.75,0.5,0.5,0,0.5,0.25,0.25,0.25,0.25,
47,0.75,0.75,0.75,0.75,0.25,0.5,0,0.5,0.5,0,0,0.25,
48,0.75,0.5,0.5,0.75,0.5,0,0.25,0.5,0,0,0,0,
49,0.5,0.5,0,0.75,0.25,0.75,0.75,0.25,0.75,0,0.75,0,
50,0.5,0,0.75,0.75,0.75,0.5,0.5,0.5,0.25,0.25,0.75,0.75,
51,0.75,0,0,0,0.75,0.5,0.5,0,0.5,0,0,0.25,
52,0,0.25,0.5,0,0,0.25,0,0.75,0.25,0,0.5,0.75,
53,0,0,0.25,0.75,0,0.25,0.75,0,0.5,0.75,0.75,0.25,
54,0.25,0.5,0,0.75,0,0,0,0.75,0,0.25,0,0.25,
55,0.25,0.25,0.75,0.25,0,0.75,0.25,0.5,0.75,0.5,0.75,0.75,
