sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
0,0.25,0.25,0,0.25,0.5,0.75,0.75,0.25,0,0.75,0.5,0.25,
1,0.25,0,0.25,0,0,0.25,0.25,0.5,0.75,0.25,0,0.5,
2,0.75,0.5,0.75,0,0.75,0,0.25,0.75,0.5,0,0.75,0.25,
3,0,0,0.75,0.25,0.5,0.25,0.5,0,0.25,0.75,0.25,0.75,
4,0.25,0.25,0.5,0.75,0,0.25,0.5,0.75,0.5,0.25,0,0,
5,0.5,0.25,0,0,0.5,0,0.25,0.5,0.5,0.75,0.75,0.25,
6,0.25,0.25,0.25,0.25,0.75,0.5,0.5,0.5,0.5,0.5,0,0,
7,0.5,0.5,0.75,0.75,0.75,0.25,0,0,0.5,0.5,0.25,0.75,
8,0,0.75,0.25,0.25,0.75,0.5,0.75,0,0.75,0.5,0.75,0.5,
9,0.25,0,0,0.5,0.75,0.75,0,0.5,0.5,0.75,0,0.75,
10,0.5,0.25,0.25,0.5,0.75,0.5,0.5,0,0,0.25,0.5,0.75,
11,0.5,0.25,0.5,0,0.5,0.75,0.25,0.75,0.5,0.25,0.5,0.5,
12,0.25,0.25,0,0,0.5,0.75,0.5,0,0.5,0.25,0.5,0,
13,0.5,0.5,0,0.5,0,0.75,0.75,0.75,0,0.5,0.75,0.5,
14,0.25,0,0,0.75,0,0.5,0.25,0,0.75,0.75,0,0.25,
15,0.75,0.75,0.5,0.75,0.25,0,0.5,0.25,0.5,0.5,0.25,0.5,
16,0.5,0.25,0.25,0,0.75,0.5,0,0,0.25,0,0.5,0.5,
17,0.25,0.5,0.5,0.75,0.25,0.25,0.5,0.75,0.25,0.75,0,0.75,
18,0.75,0.5,0.75,0.25,0,0.25,0.5,0.25,0.25,0.5,0.75,0.5,
19,0.25,0.75,0,0,0.25,0.5,0.5,0.75,0.25,0,0.25,0,
20,0.5,0.75,0,0.25,0.25,0.75,0,0,0,0,0.25,0.75,
21,0.75,0.25,0.5,0.5,0.75,0.75,0.5,0,0.75,0.75,0.5,0.5,
22,0,0.5,0,0,0.5,0.75,0,0.5,0.25,0.25,0.25,0.25,
23,0.5,0.25,0,0.25,0,0,0.75,0.5,0.5,0.75,0.25,0,
24,0.25,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0.75,0,0.75,0.75,
25,0,0.25,0.75,0.25,0.75,0.25,0.75,0.75,0.75,0.75,0.75,0.5,
26,0.5,0.5,0.75,0.5,0.5,0.25,0.5,0.25,0.25,0.5,0,0.75,
27,0,0.75,0,0,0.25,0.25,0.25,0.25,0.5,0.25,0.75,0.25,
28,0.5,0.25,0,0.25,0.5,0.5,0.75,0.5,0.25,0.25,0.75,0,
29,0,0.75,0.75,0.75,0.25,0,0.75,0.5,0,0.25,0.75,0.25,
30,0.25,0.75,0.5,0.75,0.75,0,0,0,0.5,0.75,0.75,0.25,
31,0.25,0.75,0,0.5,0.5,0.25,0.25,0.5,0,0.5,0.5,0,
32,0.5,0.25,0.75,0,0,0.25,0.75,0.5,0.25,0.75,0.75,0.5,
33,0.25,0.25,0.75,0.75,0.75,0.25,0.5,0,0.75,0.25,0.25,0.25,
34,0.5,0.75,0.25,0.5,0,0,0,0,0,0.25,0.5,0.75,
35,0.75,0.75,0.75,0.5,0.75,0,0.75,0.5,0.75,0.75,0.75,0.5,
36,0.75,0.75,0.25,0,0.5,0,0,0,0.75,0,0,0.75,
37,0,0,0.75,0,0,0.75,0.75,0.75,0.25,0.5,0,0.25,
38,0.75,0,0,0.5,0,0.75,0.25,0.25,0,0,0.25,0,
39,0.25,0,0,0,0.25,0,0.25,0.25,0.25,0.25,0,0,
40,0.25,0.75,0.25,0.5,0,0.25,0.5,0,0.75,0.5,0,0,
41,0,0,0.5,0,0.25,0.75,0.25,0.25,0,0.75,0.5,0.25,
42,0.75,0.75,0,0,0,0.25,0.75,0.5,0.75,0.75,0.75,0.5,
43,0.5,0.25,0.25,0.75,0.5,0.5,0,0,0.5,0.25,0,0,
44,0.25,0.75,0.25,0.75,0.75,0.25,0.5,0,0.25,0.75,0.25,0,
45,0.25,0,0.25,0,0.25,0.75,0.25,0.5,0.75,0,0,0.75,
46,0.75,0,0.25,0,0.75,0.5,0.75,0.25,0.25,0.75,0.5,0,
47,0.75,0,0.25,0,0.5,0.75,0.25,0.75,0,0.5,0.75,0.5,
48,0.5,0.5,0.5,0.25,0.75,0.25,0.5,0,0.25,0.25,0.75,0.25,
49,0.25,0.25,0.25,0.5,0.25,0.25,0.5,0.75,0.5,0,0.75,0.75,
50,0.75,0.5,0.75,0.25,0.75,0.25,0.75,0.25,0.5,0.75,0.75,0,
51,0.25,0.5,0.75,0.75,0.25,0.25,0,0.5,0.75,0.5,0.75,0.5,
52,0.25,0.5,0,0.25,0.5,0,0,0.25,0.25,0.75,0.5,0.25,
53,0.25,0,0.25,0.25,0,0.5,0.75,0,0.25,0,0.25,0.5,
54,0.25,0,0.75,0.75,0.5,0.25,0.25,0.75,0.5,0,0.75,0.5,
55,0.25,0.5,0.25,0.5,0,0.5,0.75,0.25,0.75,0.75,0,0.75,
56,0.5,0,0.25,0,0,0.5,0.25,0.75,0.25,0,0,0.75,
57,0.75,0,0.5,0.5,0.5,0.75,0.25,0.75,0.5,0.25,0.25,0.25,
58,0.25,0.25,0.75,0.25,0,0.5,0.25,0.5,0.75,0.25,0,0,
59,0.5,0,0.25,0.25,0.75,0,0.5,0.5,0.75,0,0.5,0,
60,0.25,0.25,0.25,0.5,0.25,0.5,0.75,0.25,0,0,0.75,0.25,
61,0.5,0.75,0.75,0.5,0,0.25,0.75,0.5,0.75,0.75,0.75,0.25,
62,0.5,0.25,0,0.5,0.25,0.25,0,0.5,0,0.25,0.25,0,
63,0.25,0,0.25,0.75,0.75,0.75,0.75,0.5,0.5,0,0,0.5,
64,0.75,0.25,0.5,0,0.75,0,0.5,0,0.5,0,0.5,0.75,
65,0.5,0,0,0.75,0.5,0.5,0.75,0,0.5,0.75,0.75,0.25,
66,0.5,0.5,0.5,0,0.25,0.25,0.25,0.75,0.5,0.25,0.75,0.25,
67,0.5,0.25,0,0.25,0,0.5,0.25,0.25,0.25,0,0.75,0.25,
68,0.5,0.25,0,0.75,0.75,0.5,0.5,0.25,0.75,0.75,0.75,0.25,
69,0.5,0.5,0.5,0.75,0,0,0.25,0,0.5,0.5,0.75,0,
