sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
0,0.25,0.75,0.25,0.25,0.75,0.5,0.75,0.25,0.5,0.75,0.5,0.25,
1,0.75,0.25,0.75,0,0,0.75,0.5,0.75,0.5,0.75,0.75,0.75,
2,0.5,0.25,0.5,0.25,0.75,0,0.25,0.25,0.25,0,0,0.25,
3,0.5,0,0,0,0.5,0,0.25,0.25,0,0.5,0,0.5,
4,0.75,0.5,0.25,0.5,0.75,0.75,0,0.25,0.25,0.75,0.5,0.5,
5,0,0.5,0.25,0.25,0,0,0.5,0.25,0,0,0.25,0.5,
6,0.25,0,0.75,0,0.5,0.75,0.75,0.75,0.25,0.5,0.75,0.25,
7,0,0.25,0.5,0.5,0.75,0.5,0.25,0.25,0,0.5,0.25,0.5,
8,0.5,0.75,0,0,0.5,0.5,0,0.5,0.5,0.5,0.25,0.25,
9,0.75,0,0.25,0.25,0.25,0.25,0.75,0.75,0,0.5,0.5,0.25,
10,0.5,0,0.25,0.25,0.75,0.75,0.25,0.75,0,0,0.5,0.25,
11,0,0.75,0.75,0.5,0.5,0.5,0.75,0.75,0.75,0,0.25,0.75,
12,0.25,0.25,0.5,0.75,0.25,0.25,0.75,0.75,0.75,0.75,0.5,0,
13,0.75,0.25,0.25,0,0.75,0.25,0,0.75,0,0.5,0.5,0.75,
14,0.5,0,0.75,0.25,0,0,0.5,0.5,0,0,0,0,
15,0.75,0.75,0.5,0,0.5,0.25,0.25,0.75,0.25,0.25,0,0.5,
16,0.25,0,0.5,0.25,0.5,0,0.25,0.5,0.25,0.5,0.5,0.75,
17,0.75,0,0.25,0.75,0.75,0,0.5,0.25,0.25,0,0.75,0.5,
18,0,0.75,0,0.5,0.75,0.25,0.75,0.5,0.75,0.5,0.5,0.25,
19,0.75,0.75,0.75,0.75,0,0.5,0.75,0.25,0.25,0.5,0.25,0,
20,0.75,0,0.75,0.5,0.75,0,0.25,0,0.75,0.25,0.5,0.5,
21,0.25,0,0.5,0.5,0.25,0.5,0.25,0,0.25,0.5,0.5,0.25,
22,0,0.75,0.25,0,0,0,0,0.75,0.5,0,0.75,0,
23,0.75,0.5,0.5,0.25,0.5,0,0.5,0,0.5,0.75,0.5,0,
24,0,0.5,0.5,0.25,0.5,0.5,0.25,0.75,0.75,0.25,0.75,0.75,
25,0.5,0,0.25,0.5,0.25,0,0.25,0.75,0.5,0.75,0.75,0,
26,0.5,0.75,0.5,0.75,0.75,0.75,0.5,0.5,0,0.25,0,0.25,
27,0.75,0.75,0,0.75,0,0.5,0.75,0.5,0.25,0,0.5,0.5,
28,0,0.5,0,0.25,0.5,0.75,0,0.25,0.75,0,0,0.5,
