sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
0,0.25,0.5,0.75,0,0.25,0.75,0,0,0.5,0.5,0.25,0.75,
1,0.25,0,0,0.75,0.25,0,0.75,0.5,0,0,0.5,0,
2,0.25,0.75,0,0,0.75,0.25,0.75,0.5,0.5,0.25,0.25,0.75,
3,0,0.25,0.75,0.75,0.5,0,0,0.5,0.75,0.25,0.5,0.75,
4,0.75,0.75,0.5,0.75,0,0.75,0.75,0.25,0,0.5,0.75,0,
5,0.25,0.25,0.5,0.25,0.75,0.75,0.5,0.5,0.5,0,0.75,0.5,
6,0.75,0,0.25,0.5,0.25,0,0.5,0.75,0,0.75,0.75,0.75,
7,0,0.5,0.75,0,0.75,0.25,0.25,0.5,0.5,0.25,0.25,0.25,
8,0,0.5,0.75,0.5,0.25,0.5,0.75,0.5,0.25,0,0.75,0.75,
9,0.75,0.5,0,0.75,0.5,0,0.25,0.5,0.25,0,0.75,0.75,
10,0.5,0,0.75,0,0,0,0.5,0,0.5,0,0.5,0.5,
11,0.75,0.75,0.5,0.5,0,0.5,0,0,0.25,0.75,0.25,0.75,
12,0.5,0.75,0.25,0.25,0.5,0,0.5,0.5,0,0.75,0.5,0.75,
13,0.25,0.75,0.25,0.75,0.75,0.25,0.5,0.25,0,0.5,0,0.25,
14,0.25,0,0,0,0.5,0.75,0,0,0.25,0.5,0,0.75,
15,0.25,0.5,0.5,0,0.5,0.75,0,0.75,0.75,0.75,0.25,0.5,
16,0.5,0.25,0.25,0.75,0,0.75,0,0.25,0,0.75,0,0,
17,0.25,0.75,0,0.25,0.75,0.25,0,0.5,0.5,0.5,0.5,0.5,
18,0.5,0.25,0.75,0,0.75,0.25,0.5,0,0.25,0.5,0.75,0.5,
19,0.75,0.25,0,0,0.25,0.5,0.75,0.25,0.75,0.75,0.75,0.75,
20,0.5,0.5,0,0,0,0.75,0.5,0,0.75,0.25,0.25,0.25,
21,0.75,0,0.5,0.25,0,0.25,0.5,0.25,0.25,0,0.75,0.25,
22,0.75,0,0.25,0.75,0.5,0,0.25,0.75,0,0.5,0.5,0.75,
23,0.5,0.25,0,0,0.75,0.75,0,0.25,0,0.25,0.75,0.75,
24,0.25,0.75,0.75,0.5,0.25,0.5,0.75,0.75,0.5,0.25,0.75,0,
25,0,0.5,0.75,0,0,0.25,0.25,0,0.5,0.25,0.75,0.5,
26,0,0,0.75,0,0.75,0,0,0.5,0.75,0.5,0.25,0.75,
27,0.75,0,0.25,0.75,0.25,0.5,0.25,0.25,0.5,0.25,0.75,0,
28,0.25,0.5,0.25,0,0.25,0.25,0,0,0.5,0,0.25,0.5,
29,0.25,0,0.75,0,0.5,0.75,0.25,0,0.75,0.75,0.5,0,
30,0.25,0.5,0,0.25,0.75,0.5,0.75,0.25,0.5,0.25,0.75,0.75,
31,0.25,0.75,0,0.75,0.5,0.25,0.75,0.5,0.5,0.25,0.25,0.75,
32,0,0.75,0,0.25,0,0.25,0.75,0,0.75,0.75,0.5,0.5,
33,0,0.75,0.75,0,0.5,0,0.75,0.5,0,0.25,0.75,0.75,
34,0.5,0.25,0.25,0.25,0.75,0.5,0,0,0.75,0,0.25,0.75,
35,0,0.5,0.75,0.75,0.75,0,0.75,0.5,0,0.25,0.75,0,
36,0.75,0.5,0.75,0.75,0.5,0.25,0.25,0,0.5,0,0.5,0.75,
37,0.5,0,0.5,0.25,0.25,0.75,0.75,0.25,0.5,0.75,0.25,0.25,
