sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
0,0.5,0,0,0.75,0,0,0.5,0.25,0.5,0.25,0,0.75,
1,0.5,0,0.75,0.5,0.25,0.75,0.5,0.5,0.5,0.25,0.25,0.75,
2,0.5,0.75,0.5,0,0.75,0.25,0.25,0.75,0,0.25,0,0.5,
3,0.5,0,0.75,0.25,0.75,0.25,0.5,0.5,0.75,0,0.25,0.25,
4,0.75,0.5,0.75,0.75,0.75,0.5,0.5,0.25,0.5,0.5,0.5,0,
5,0.75,0.5,0.5,0.5,0,0,0.5,0,0.5,0.5,0.25,0,
6,0.25,0,0.5,0.75,0.5,0.25,0.5,0.5,0,0.25,0,0.75,
7,0.75,0.25,0.5,0.75,0.75,0.25,0.25,0.25,0.75,0.5,0.25,0.5,
8,0,0,0,0,0.25,0.25,0.25,0.75,0.25,0,0.25,0.75,
9,0.5,0,0.5,0.25,0.75,0.5,0.75,0.25,0.25,0.5,0.75,0.75,
10,0.5,0.25,0.5,0.25,0,0.5,0.5,0,0.75,0,0.5,0.25,
11,0.75,0.25,0.25,0.75,0.75,0,0.75,0.5,0.25,0.75,0,0.25,
12,0.5,0.75,0,0.25,0,0.75,0.75,0.5,0.25,0.75,0,0.75,
13,0,0.75,0.75,0.25,0.75,0.75,0.5,0.25,0.5,0.5,0.25,0.5,
14,0.5,0.25,0.5,0,0.75,0,0.75,0,0.5,0.75,0.75,0.25,
15,0,0.25,0.5,0,0.25,0.75,0,0,0.25,0.75,0.75,0.75,
16,0.5,0.5,0.5,0,0,0,0.5,0.5,0.25,0.25,0.5,0,
17,0.25,0,0.25,0.5,0.5,0.5,0.75,0.25,0.75,0.25,0.25,0.75,
18,0.5,0.75,0.5,0.5,0,0,0,0.5,0,0,0.75,0.5,
19,0,0,0.25,0.25,0.5,0.5,0.25,0,0.25,0,0.75,0.25,
20,0.75,0.75,0.75,0.5,0.25,0.5,0.5,0.75,0,0.5,0.75,0.25,
21,0,0.5,0,0.75,0.25,0,0.75,0.75,0.25,0.5,0.5,0.75,
22,0.75,0,0.5,0.25,0.5,0.5,0,0.5,0,0.25,0,0.75,
23,0,0.25,0,0.25,0.5,0,0.75,0.5,0.75,0.25,0.5,0.75,
24,0,0.25,0.5,0.75,0.25,0.5,0.75,0,0.75,0.5,0.5,0.75,
25,0.5,0,0.25,0.5,0.25,0.25,0.75,0.5,0.75,0.25,0.75,0.75,
26,0.75,0,0.5,0.5,0.25,0.75,0,0.75,0.5,0.25,0.25,0.5,
27,0,0,0.75,0,0.25,0.5,0.25,0.5,0,0.5,0,0,
28,0.75,0.5,0,0.75,0.5,0.75,0,0.25,0.5,0.25,0,0.75,
29,0.75,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.25,0.75,
30,0.5,0.5,0.75,0.5,0,0.5,0.25,0.25,0.5,0,0.25,0.5,
31,0.75,0.75,0.5,0.5,0,0.5,0.75,0.5,0,0.5,0.25,0.75,
32,0,0.75,0.75,0,0.5,0.25,0.5,0.25,0,0.75,0,0.25,
33,0.5,0.25,0.25,0.25,0.75,0.25,0.25,0.5,0,0.5,0,0,
34,0,0.75,0.5,0.75,0,0.5,0.5,0,0.5,0.25,0.25,0.25,
35,0.5,0,0.75,0,0.25,0.25,0.5,0.5,0.75,0.25,0,0,
36,0,0.5,0,0,0.75,0,0,0.25,0,0,0,0.75,
37,0.5,0,0.5,0,0.75,0,0,0.5,0.25,0.25,0.75,0.75,
38,0.75,0.25,0,0.75,0.25,0.25,0.5,0.25,0.25,0.5,0.5,0.25,
39,0.75,0.5,0,0.5,0.75,0.5,0.5,0.25,0.5,0.5,0.5,0.75,
40,0.75,0.25,0,0.75,0.25,0.75,0,0.5,0.75,0.5,0.75,0.5,
41,0.25,0,0.5,0.5,0,0.25,0.25,0,0,0,0.75,0.75,
42,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0,0,0.25,0.25,
43,0,0.75,0.25,0.5,0,0.5,0.75,0.75,0.25,0.75,0.25,0.5,
44,0.25,0.75,0.75,0,0.5,0.25,0.5,0,0.5,0.75,0.25,0.25,
45,0.5,0.25,0.5,0,0.75,0.75,0,0,0.25,0,0.75,0.25,
46,0,0.25,0,0.75,0.25,0.25,0.5,0.25,0.5,0.25,0.5,0,
47,0.25,0,0.5,0.5,0.25,0.25,0,0,0.25,0.75,0.75,0.25,
48,0.25,0.25,0.75,0.5,0.25,0,0.75,0.25,0.75,0.25,0.75,0.5,
49,0.25,0.75,0,0.5,0,0.5,0.5,0.75,0,0,0.25,0,
50,0.5,0,0,0,0.25,0.25,0.5,0,0,0.75,0.25,0,
51,0,0.25,0.75,0.5,0.75,0.25,0.5,0,0.75,0.75,0.5,0.5,
52,0.75,0.75,0,0,0.75,0.75,0,0.75,0.75,0.25,0.25,0.25,
53,0.25,0,0.75,0.25,0.25,0,0.5,0.25,0.75,0.5,0.5,0.5,
