sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
0,0.75,0.75,0.5,0.75,0.5,0.25,0,0.5,0.25,0.5,0.75,0.5,
1,0.25,0.5,0.75,0.75,0.75,0,0.75,0.25,0,0.5,0.75,0,
2,0.25,0,0,0.5,0,0,0,0.75,0.75,0.75,0.75,0.5,
3,0.25,0,0,0.75,0.5,0.75,0.25,0,0.5,0.25,0,0.25,
4,0.25,0.75,0.5,0.25,0.5,0.5,0.5,0,0.75,0.5,0.5,0.75,
5,0.75,0.75,0.75,0.75,0.75,0.5,0.25,0,0.5,0.5,0.75,0.25,
6,0.5,0.25,0.5,0,0.5,0.5,0.5,0,0.5,0.25,0.5,0,
7,0.75,0,0,0.5,0.75,0.75,0.25,0.5,0.75,0,0.25,0.5,
8,0.75,0.75,0.75,0.5,0.25,0.75,0,0,0.25,0.5,0,0.75,
9,0,0.75,0,0.5,0,0.5,0.75,0.75,0.5,0,0.5,0.5,
10,0.75,0.75,0,0.5,0,0.5,0.25,0.75,0.25,0,0.5,0.75,
11,0,0.5,0.75,0.25,0,0,0,0.25,0.75,0.25,0.75,0.75,
12,0.75,0.75,0.75,0.5,0.75,0.25,0,0.5,0.25,0.25,0.25,0.25,
13,0,0.5,0.25,0.5,0.75,0.75,0.25,0.75,0.25,0.25,0,0.25,
14,0.5,0.25,0.75,0.25,0.75,0.5,0.25,0.75,0.25,0.25,0.25,0,
15,0.75,0.5,0.75,0,0.75,0.25,0.5,0,0,0.75,0.5,0.75,
16,0.5,0.75,0.75,0,0.25,0,0.5,0.75,0.5,0.25,0.25,0.25,
17,0,0.75,0,0.25,0,0.5,0.5,0.75,0,0.5,0,0,
18,0.75,0.5,0,0,0.25,0.5,0,0,0.5,0.75,0.25,0,
19,0,0.75,0.75,0.5,0.25,0,0,0.25,0.75,0,0.75,0,
20,0.75,0.5,0.75,0.75,0,0,0,0,0.5,0.25,0.25,0,
21,0.75,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0,0.75,
22,0.75,0.25,0,0.75,0.25,0.75,0.75,0.25,0.25,0.75,0,0.5,
23,0.75,0.25,0.75,0.5,0.5,0,0.5,0.5,0.25,0.75,0.25,0.5,
24,0.5,0.75,0,0,0.5,0.25,0,0.25,0.5,0,0,0,
25,0,0.75,0.25,0.5,0.75,0.5,0,0.75,0.75,0,0.25,0.5,
26,0,0.75,0,0.5,0.75,0.25,0.25,0.5,0.25,0.5,0.75,0.75,
27,0.75,0.75,0.25,0.25,0.75,0.25,0.25,0,0.25,0.75,0.5,0,
28,0.25,0.75,0.75,0.25,0.75,0.25,0,0.75,0,0,0.5,0,
29,0.5,0.75,0.5,0,0.25,0.25,0,0.25,0,0.25,0.5,0,
30,0.5,0,0,0,0,0.75,0.25,0.5,0.5,0,0,0.25,
31,0.5,0,0.25,0.5,0.25,0.75,0.75,0.75,0.75,0.25,0,0.25,
32,0.75,0,0.5,0,0.25,0.25,0,0,0.5,0.25,0,0.5,
33,0.25,0.25,0.25,0.75,0.5,0.25,0,0,0.25,0.5,0.75,0.5,
34,0.25,0.5,0.5,0,0,0.5,0.25,0.75,0.75,0,0.75,0.25,
35,0.25,0,0.25,0.75,0.5,0.5,0.5,0.75,0.75,0.75,0.5,0.5,
36,0.25,0.75,0.5,0.5,0.25,0.25,0.25,0.5,0,0.75,0.75,0,
37,0.5,0.25,0.75,0.5,0.25,0.75,0.75,0.75,0.75,0.25,0.75,0.25,
38,0.75,0.5,0,0.5,0.25,0.75,0.25,0.5,0.5,0.75,0.25,0.75,
39,0.25,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0.75,0.5,0.75,0.25,
40,0.25,0.5,0,0.25,0.75,0,0.75,0.75,0.5,0.75,0.5,0,
41,0.5,0.75,0.75,0.25,0.75,0,0,0,0.75,0.5,0.5,0.25,
42,0,0.25,0.75,0.75,0,0.5,0,0.25,0.25,0.25,0.75,0.25,
43,0.25,0.5,0,0.75,0.5,0.5,0,0.25,0.25,0.75,0.5,0,
44,0.75,0.5,0.25,0.75,0.25,0,0,0.25,0.25,0.75,0.25,0.5,
45,0.5,0.25,0,0.75,0.75,0.75,0,0.25,0.5,0.25,0.25,0,
46,0.75,0.25,0.5,0.25,0,0,0.5,0,0.75,0.75,0.75,0,
47,0,0,0.5,0.5,0,0.75,0,0.5,0,0,0.5,0,
48,0.75,0.75,0.25,0.25,0,0.5,0.5,0,0.75,0,0.25,0,
