sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
0,0.75,0.75,0.75,0,0.75,0.25,0.25,0.25,0.25,0.25,0.5,0.75,
1,0,0.5,0.75,0.25,0.75,0.75,0.25,0.5,0.75,0.75,0.5,0.5,
2,0.25,0,0,0.25,0.25,0,0.25,0,0.25,0,0.5,0.5,
3,0.75,0.75,0.25,0.75,0.75,0.25,0.5,0.5,0.75,0.25,0.5,0,
4,0.5,0.75,0.75,0,0.5,0,0.25,0.75,0.5,0.75,0.75,0,
5,0,0.25,0.25,0.5,0.75,0.25,0.5,0,0,0.5,0.5,0.5,
6,0.5,0,0.75,0.75,0.25,0.5,0.5,0,0.75,0.25,0.25,0,
7,0,0,0.75,0,0.75,0.75,0.25,0.25,0.5,0.25,0.5,0,
8,0.75,0.5,0.25,0.25,0.75,0.75,0.5,0.75,0.5,0.75,0.25,0.25,
9,0.25,0.5,0.25,0.5,0.5,0.25,0.5,0.25,0.5,0.25,0.25,0.75,
10,0,0.25,0.25,0,0.75,0,0.75,0.25,0.25,0.75,0,0,
11,0.75,0.75,0,0,0,0.25,0.5,0.25,0,0.25,0.75,0.5,
12,0.5,0.75,0.25,0.5,0.5,0.25,0.75,0.75,0.5,0.75,0.75,0.25,
13,0.25,0,0.25,0.25,0.75,0,0.25,0,0.25,0.5,0.5,0,
14,0.5,0.25,0.75,0,0.25,0.25,0,0.5,0,0.75,0.75,0.75,
15,0.5,0.75,0.5,0.75,0.75,0,0,0,0.5,0,0.25,0,
16,0.5,0.5,0.75,0.5,0.5,0.5,0,0.5,0.75,0.25,0.75,0.75,
17,0,0.75,0.75,0.75,0.5,0.25,0.5,0.25,0.25,0.5,0.25,0.25,
18,0,0.5,0,0,0.75,0.5,0.5,0.5,0.25,0,0,0.25,
19,0.75,0.5,0.5,0.75,0.5,0.5,0.75,0.25,0.5,0.25,0.75,0.25,
20,0,0.75,0,0.5,0.5,0,0.25,0.5,0,0,0.25,0.75,
21,0.75,0,0.5,0,0.5,0.5,0.5,0.25,0.5,0.25,0,0.25,
22,0.75,0.5,0.5,0,0.25,0.75,0.75,0.25,0.25,0.25,0.5,0.5,
23,0.5,0.75,0.5,0.5,0.25,0.25,0.5,0,0.5,0,0.75,0,
24,0.25,0.5,0.75,0.5,0,0.5,0.25,0.75,0.5,0.5,0.5,0.25,
25,0,0.75,0.5,0.75,0,0.25,0.5,0.5,0.75,0.75,0,0.25,
26,0.5,0.5,0.75,0.75,0,0,0.25,0.75,0.5,0.5,0.5,0.75,
27,0,0.5,0.75,0.5,0.5,0.75,0.25,0,0.5,0.5,0.25,0,
28,0,0,0.25,0.25,0,0,0.75,0,0,0,0,0.25,
29,0.75,0,0.5,0.75,0.25,0.5,0.25,0.25,0,0,0.25,0.5,
30,0.75,0,0.5,0,0.25,0.75,0.25,0.75,0,0.5,0.75,0,
31,0.75,0.25,0.75,0.25,0.25,0.5,0.25,0.75,0.5,0.75,0.5,0.75,
32,0.5,0.75,0.25,0.25,0,0.25,0.25,0.75,0.5,0.75,0.5,0.75,
33,0.5,0.5,0.5,0.75,0,0.5,0,0.75,0.75,0.25,0.5,0.25,
34,0,0,0.75,0,0,0.5,0,0.5,0.75,0.25,0.75,0.25,
35,0.5,0,0.5,0.25,0.75,0.25,0.75,0.5,0,0,0,0.25,
36,0,0.75,0.75,0.25,0,0.75,0.25,0,0,0.5,0.75,0,
37,0.75,0.25,0,0,0.5,0.5,0.25,0,0,0.25,0.25,0,
38,0.5,0.25,0,0,0.25,0,0.75,0.25,0.25,0,0,0.75,
39,0.25,0.5,0,0.25,0.75,0.75,0.75,0,0,0.25,0.75,0.5,
40,0,0.75,0,0.25,0.75,0.5,0.5,0.75,0.75,0,0.75,0.75,
41,0.25,0,0.5,0.25,0.5,0.75,0.75,0.5,0.25,0.75,0.5,0,
42,0.75,0.5,0.75,0.25,0,0,0.25,0,0.25,0,0.75,0,
43,0.5,0,0.75,0.5,0.5,0.25,0.5,0,0.5,0,0,0.5,
44,0.25,0.25,0.5,0.25,0.25,0.25,0,0.25,0.75,0,0.25,0.25,
45,0.75,0.25,0.75,0.75,0.25,0.5,0,0.25,0,0.5,0.5,0.75,
46,0.25,0.75,0.75,0.75,0.75,0,0.25,0.25,0.5,0.75,0.75,0.5,
47,0.75,0.5,0.75,0,0.75,0.5,0.5,0.75,0.25,0,0.5,0.25,
48,0.5,0,0,0.5,0.75,0.25,0.5,0.5,0.25,0.25,0.75,0.5,
49,0.25,0.5,0.75,0.75,0.75,0.75,0.5,0.5,0.75,0.25,0,0.5,
50,0.5,0.5,0.75,0,0,0.25,0.25,0,0,0,0.5,0.5,
51,0.75,0.75,0.5,0.5,0.75,0,0,0.75,0.75,0,0.5,0.5,
52,0.5,0.75,0.75,0,0,0.5,0.5,0.75,0.5,0.5,0.25,0.75,
53,0.25,0,0.25,0,0,0.25,0.75,0.5,0,0.75,0.5,0.25,
54,0.5,0.25,0,0,0.75,0.5,0,0.5,0.75,0.25,0,0.25,
55,0.75,0,0.75,0.75,0,0.25,0,0.5,0.25,0,0,0.25,
56,0,0,0.5,0.25,0.75,0,0.5,0,0.25,0.5,0.75,0.5,
57,0.5,0.75,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.25,
58,0.75,0.5,0,0,0.25,0,0.25,0.75,0.25,0.25,0,0,
59,0.25,0.5,0,0,0.75,0.5,0,0.25,0.75,0.25,0.75,0,
60,0,0.25,0.25,0.5,0.25,0,0,0.25,0.25,0.5,0.5,0.75,
61,0,0,0.25,0,0.25,0.75,0.75,0.5,0.75,0.5,0.25,0.75,
62,0,0.25,0.75,0,0.75,0,0.5,0,0.5,0.75,0.25,0.75,
63,0.75,0.25,0.75,0.5,0.75,0.75,0.75,0,0,0,0,0.75,
64,0.75,0.5,0,0.75,0.75,0,0,0.5,0,0,0.75,0.5,
65,0.5,0.5,0.5,0.25,0.75,0.25,0.5,0.75,0,0.25,0.5,0.75,
66,0.75,0,0.5,0.5,0.75,0.5,0.25,0.75,0.25,0,0,0.25,
67,0.25,0.25,0.5,0,0.5,0,0.5,0,0.5,0.5,0.5,0.25,
68,0.5,0.75,0.25,0.25,0.25,0,0.5,0,0.75,0.25,0.5,0,
69,0,0.25,0.25,0.25,0,0.5,0.75,0.75,0.75,0.5,0.75,0.25,
