sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
0,0.25,0.5,0,0,0.75,0.75,0,0.75,0.25,0.25,0,0.75,
1,0.5,0.75,0.75,0.75,0.75,0.25,0.5,0.25,0,0.75,0.25,0.25,
2,0.5,0.25,0,0.75,0.75,0.25,0.25,0.75,0.5,0,0.75,0.5,
3,0,0,0.25,0.75,0.25,0.75,0.5,0,0.75,0.5,0.5,0.25,
4,0.5,0,0.25,0.75,0,0,0,0,0.75,0,0.5,0.25,
5,0,0.5,0.75,0.75,0.75,0.75,0.75,0,0.75,0,0.75,0.5,
6,0.5,0,0.75,0,0,0.5,0.25,0.5,0.25,0.25,0.5,0.25,
7,0.5,0.5,0.25,0,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0,
8,0,0.25,0.5,0.75,0.75,0.25,0,0.75,0.25,0.25,0.25,0.5,
9,0.5,0,0.5,0,0.75,0.25,0.5,0,0.5,0.25,0.5,0,
10,0.75,0.5,0,0,0,0.25,0.5,0.75,0,0.25,0,0,
11,0.25,0.5,0.25,0,0.25,0,0.25,0,0,0,0.5,0.75,
12,0,0,0.75,0.25,0.75,0.75,0,0.75,0.75,0.25,0,0.5,
13,0.25,0.75,0,0.5,0,0.25,0,0.5,0.5,0.5,0.5,0.75,
14,0.5,0,0.25,0.5,0,0.5,0.5,0,0.75,0.25,0.75,0,
15,0.75,0.25,0.5,0.25,0.25,0.75,0.25,0.25,0.25,0.25,0.75,0.5,
16,0.25,0,0.5,0.25,0,0.25,0.25,0.5,0.75,0.5,0,0.25,
17,0,0.75,0.5,0,0,0.5,0.5,0.75,0.75,0.75,0.5,0.25,
18,0,0.75,0,0.75,0.75,0.5,0,0.25,0.75,0,0.75,0.25,
19,0.5,0.75,0.75,0,0.5,0,0,0,0.25,0.25,0.5,0.75,
20,0.5,0.5,0.5,0,0.75,0.75,0.75,0.75,0.5,0.75,0.25,0.5,
21,0.25,0.5,0,0.5,0.25,0.75,0.5,0,0.75,0.25,0.25,0.75,
22,0.5,0,0.25,0.25,0,0.75,0,0.75,0,0.75,0.5,0,
23,0.25,0.75,0.25,0.75,0,0.5,0.25,0.25,0.25,0.75,0,0,
24,0,0.25,0.25,0.75,0.75,0.75,0,0,0.25,0.25,0,0.25,
25,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0.5,
26,0.25,0.25,0.75,0.25,0.25,0.75,0.75,0.5,0.75,0.5,0.5,0,
27,0.75,0.25,0.75,0,0.75,0,0.25,0.75,0.25,0.25,0,0.25,
28,0.25,0.75,0.5,0.75,0.25,0,0,0,0.5,0.5,0,0.25,
29,0.75,0,0.75,0.75,0,0.75,0.25,0,0.75,0,0,0.25,
30,0.5,0.5,0,0,0.25,0.25,0.75,0,0.25,0.25,0,0.5,
31,0.75,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0.5,0.25,0.25,
32,0,0.5,0.75,0.25,0.5,0.25,0,0.75,0.25,0.25,0,0,
33,0.5,0.5,0.5,0,0.75,0.5,0,0.25,0.75,0.5,0.75,0.25,
34,0.75,0.75,0.25,0.25,0.5,0.5,0,0.25,0,0.5,0.5,0,
35,0.75,0.5,0.75,0,0,0.25,0.5,0.75,0.25,0.5,0.25,0.25,
36,0,0,0.75,0.5,0.25,0.75,0.5,0.75,0.25,0,0.25,0.25,
37,0.5,0,0.75,0.75,0.5,0.75,0.25,0.25,0.75,0.5,0.5,0.5,
38,0.75,0.25,0.75,0.25,0.25,0.75,0.5,0.25,0.5,0,0.25,0,
39,0.5,0,0.25,0,0.25,0.75,0,0,0.5,0.75,0,0,
40,0,0.5,0.75,0.5,0,0.75,0.75,0.75,0.25,0.25,0.75,0.75,
41,0.5,0.75,0,0.5,0.75,0.5,0.5,0,0.5,0,0.75,0.75,
42,0.5,0.5,0.25,0.75,0.75,0.25,0.5,0.5,0.75,0.5,0.5,0.75,
43,0.75,0.25,0.5,0.75,0,0,0.5,0.25,0.5,0.25,0.75,0.25,
44,0.5,0.25,0.5,0.5,0.5,0,0,0.75,0.75,0,0,0.5,
45,0,0,0.25,0.75,0.75,0,0.25,0.25,0.75,0.25,0.5,0.5,
46,0,0,0.5,0.5,0.5,0.25,0.75,0,0.75,0.25,0.25,0,
47,0.25,0,0.25,0.75,0.75,0.5,0.75,0.25,0.5,0.75,0.5,0.75,
48,0.5,0.25,0.5,0,0,0.75,0.25,0.75,0.25,0.75,0,0.25,
49,0,0.5,0.25,0.25,0,0.5,0.25,0.25,0.25,0.25,0.75,0.25,
50,0.25,0,0.25,0.25,0.25,0.75,0.5,0,0,0.75,0.75,0.25,
51,0.25,0.25,0.75,0.5,0.25,0.75,0.25,0.5,0,0.25,0,0.5,
52,0.5,0,0.5,0.75,0.75,0,0.75,0.25,0.5,0,0.25,0,
53,0.5,0.75,0,0,0.5,0.25,0.25,0.25,0,0.75,0.25,0.25,
54,0.25,0.5,0.5,0,0.5,0,0.25,0,0.75,0.25,0.25,0.75,
55,0,0,0,0,0.25,0.5,0,0.25,0.75,0.5,0.75,0,
56,0,0,0.25,0.25,0.5,0.75,0,0,0.75,0.5,0.25,0,
