sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
0,0.25,0,0,0,0.25,0,0,0.25,0.25,0.5,0.25,0.25,
1,0.75,0,0.25,0,0.5,0.5,0,0.25,0,0.25,0.25,0,
2,0.75,0.75,0,0,0.5,0.5,0.25,0.5,0.5,0.5,0.75,0.5,
3,0,0.25,0.25,0.5,0,0.25,0.75,0.25,0.5,0.25,0,0.5,
4,0.25,0.75,0.25,0.25,0,0,0,0.25,0.25,0.75,0.75,0.5,
5,0.5,0.25,0.25,0.25,0.5,0.5,0.75,0,0,0.75,0.25,0.75,
6,0.75,0.25,0.25,0.5,0,0.75,0.25,0.25,0,0.5,0.5,0.25,
7,0.75,0,0,0.5,0.5,0.5,0,0.75,0,0.5,0.5,0,
8,0.5,0,0,0.5,0.25,0,0.75,0.75,0.5,0.75,0.5,0.75,
9,0.75,0.5,0.75,0,0.5,0.75,0,0.75,0.5,0.5,0.25,0.75,
10,0.5,0.5,0,0.75,0.25,0.75,0.75,0.25,0.25,0.25,0.25,0.25,
11,0.75,0,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.75,
12,0,0.5,0.5,0.75,0,0,0.5,0.25,0.75,0.75,0,0.75,
13,0.5,0,0.5,0.75,0,0.25,0,0,0.25,0.5,0.5,0.75,
14,0.25,0,0.5,0,0,0.5,0.75,0.5,0.5,0.75,0.75,0,
15,0.5,0.75,0.5,0.5,0,0.25,0.5,0.5,0,0.75,0,0.25,
16,0.25,0.75,0.5,0,0,0,0,0.5,0,0.25,0.25,0.75,
17,0.75,0.75,0.75,0,0.25,0.5,0,0.75,0,0,0,0.5,
18,0.25,0.5,0.5,0.5,0.25,0.75,0.5,0,0,0.5,0,0.25,
19,0,0.5,0.5,0,0.5,0.5,0,0.25,0.5,0.25,0.75,0.5,
20,0,0.75,0.5,0.5,0.25,0.75,0,0,0.5,0.5,0,0,
21,0,0.75,0.5,0.25,0,0.75,0,0.5,0,0.75,0.25,0,
22,0.75,0.5,0,0.5,0,0,0.25,0.5,0.75,0.75,0.5,0,
23,0.25,0.75,0,0.25,0.25,0,0.25,0,0.5,0.25,0.75,0.75,
24,0,0.5,0.25,0,0.75,0.25,0.75,0.75,0,0.75,0,0.5,
25,0,0.25,0,0,0.25,0.25,0,0.25,0.75,0.25,0.5,0,
26,0,0.5,0.25,0.75,0.5,0.5,0.5,0,0.75,0.25,0.5,0.5,
27,0.5,0.5,0.25,0.25,0,0.25,0.5,0,0.5,0.75,0.5,0.5,
28,0.5,0,0.75,0.75,0.5,0,0.25,0,0,0,0.5,0.5,
29,0.25,0.75,0.75,0,0,0.5,0.5,0.25,0.75,0.5,0.75,0.5,
30,0.5,0.5,0.5,0.25,0.75,0,0.5,0.5,0.75,0.25,0.5,0.25,
31,0.5,0.25,0,0.25,0.75,0.5,0,0.75,0.75,0,0.25,0.25,
32,0.25,0,0.5,0.75,0,0,0.25,0.5,0.5,0.25,0.5,0,
33,0.5,0.5,0.5,0.75,0,0.25,0.25,0,0.5,0.25,0.75,0.5,
34,0.75,0.75,0.25,0,0.5,0.75,0.25,0,0.75,0.25,0.25,0,
35,0.75,0.25,0.75,0,0.25,0.25,0.75,0,0.25,0.75,0.25,0.75,
36,0.75,0,0.75,0.5,0,0.75,0.5,0.5,0.75,0,0.25,0.25,
37,0.25,0.75,0.5,0.25,0.75,0.5,0.75,0.5,0.75,0.25,0.75,0.5,
38,0.25,0.25,0.5,0.25,0.25,0.5,0.25,0.25,0.25,0.5,0,0.75,
39,0,0,0.5,0.25,0.25,0.75,0,0.75,0.25,0,0.25,0.25,
40,0,0.5,0.5,0.5,0.75,0.75,0,0.5,0,0.25,0.25,0.5,
41,0.5,0,0.5,0.25,0.25,0.5,0.5,0,0,0.75,0,0.25,
42,0.5,0.25,0,0.75,0.75,0.25,0.5,0.5,0.75,0.5,0.25,0.75,
43,0.5,0.25,0.25,0,0.75,0,0.25,0.5,0.25,0.75,0.25,0,
44,0.5,0.75,0,0.75,0.25,0.5,0.25,0.5,0.5,0.25,0.75,0,
45,0.75,0.5,0,0.75,0.75,0.75,0,0,0,0,0,0.5,
46,0.5,0.25,0,0.5,0.25,0.75,0.5,0.25,0.5,0,0,0.75,
47,0.5,0,0.5,0.75,0,0.25,0.25,0,0,0.25,0,0.25,
48,0,0.5,0.5,0.5,0.25,0.25,0,0.25,0,0.5,0,0.75,
49,0.75,0.75,0,0.75,0.25,0.75,0,0.75,0.5,0,0.25,0,
50,0.5,0.25,0.25,0.75,0.75,0.5,0.25,0.5,0.25,0.5,0,0.25,
51,0,0.75,0.25,0,0.75,0.25,0.75,0,0.25,0.25,0.75,0.25,
52,0.5,0.5,0.5,0.5,0.75,0,0.75,0.25,0,0.5,0,0.25,
53,0.25,0,0.25,0.75,0.25,0.5,0.75,0.75,0.5,0.75,0,0.25,
54,0.25,0.5,0.75,0.75,0.75,0.25,0.25,0.5,0,0.25,0.5,0.75,
55,0.5,0.5,0.5,0,0.75,0,0,0,0.75,0.5,0.5,0.75,
56,0.25,0.75,0.25,0.5,0.5,0.75,0.25,0.5,0.5,0.25,0,0.75,
57,0,0,0.25,0,0.75,0,0.75,0.5,0,0.75,0.5,0.25,
58,0.5,0.75,0.5,0.5,0,0.75,0.25,0.5,0.5,0,0.25,0,
59,0.75,0.25,0.75,0.75,0,0,0,0.5,0,0.75,0.5,0,
60,0.75,0.75,0,0,0.75,0.75,0,0.25,0.25,0,0.25,0.5,
61,0,0.5,0,0,0.25,0.75,0.25,0.25,0.75,0.5,0.25,0.75,
62,0.5,0.75,0.5,0.5,0,0.5,0.25,0.25,0.5,0,0,0.5,
63,0.5,0.75,0,0,0.5,0.25,0.75,0.75,0.25,0.25,0.75,0.75,
64,0.5,0.25,0,0.25,0.25,0.5,0,0,0,0.25,0.5,0.5,
65,0.25,0.75,0,0,0.5,0.5,0,0.5,0.75,0.75,0.75,0.75,
66,0.25,0,0.25,0.25,0.75,0.75,0.5,0.75,0.25,0,0.5,0.25,
67,0.75,0.75,0,0.25,0.5,0.5,0.25,0.5,0.5,0.75,0.25,0.5,
68,0,0.25,0.5,0.75,0.75,0.75,0,0.25,0.25,0,0,0.75,
69,0.25,0,0.5,0.75,0.5,0.5,0.75,0.5,0,0.5,0,0.25,
