sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
0,0.25,0,0.25,0.25,0.5,0.5,0.25,0.75,0,0.75,0.25,0,
1,0.5,0,0,0.25,0.5,0,0.5,0.5,0.75,0.75,0.75,0,
2,0.5,0.25,0,0,0.75,0.5,0.25,0.25,0.75,0.75,0.75,0.25,
3,0,0.25,0,0,0,0.5,0.25,0,0.75,0,0.25,0.5,
4,0.25,0.5,0.25,0.25,0.25,0,0.5,0.5,0,0.5,0,0.25,
5,0,0.25,0.5,0.25,0,0.75,0.75,0,0,0.75,0.5,0.25,
6,0.5,0.5,0.5,0,0,0.75,0.5,0.5,0,0.75,0.5,0.75,
7,0.75,0.25,0.75,0.25,0,0.75,0.5,0.75,0.25,0.5,0.5,0.25,
8,0.5,0,0.25,0,0,0.75,0.5,0.5,0,0.75,0.25,0.5,
9,0.5,0.5,0,0.25,0,0.75,0.5,0.75,0.25,0.5,0.75,0,
10,0.25,0.75,0,0.5,0.5,0.75,0.5,0.75,0,0.75,0.75,0.5,
11,0.75,0.5,0.75,0.5,0.75,0.5,0,0.75,0.75,0.25,0.75,0.5,
12,0,0,0.25,0,0.5,0.5,0.75,0.75,0.25,0.5,0.75,0,
13,0.75,0,0.25,0.5,0.5,0,0,0.5,0.5,0.75,0,0.75,
14,0,0.25,0.5,0.5,0.5,0.75,0.75,0.75,0,0.25,0.5,0,
15,0,0.5,0,0.25,0,0,0.25,0.25,0.5,0.75,0.25,0.5,
16,0,0.5,0.5,0,0.25,0.5,0.25,0.75,0,0.75,0.75,0.75,
17,0.75,0.25,0.5,0.75,0.5,0.75,0.5,0.75,0,0.5,0.75,0.25,
18,0.25,0,0.25,0,0.5,0.25,0.5,0,0.5,0.75,0.5,0.75,
19,0.5,0.75,0.5,0.25,0.75,0.5,0.5,0.5,0.5,0.25,0.25,0,
20,0.25,0.5,0,0.5,0.5,0.5,0.5,0.75,0.5,0.25,0.25,0,
21,0.75,0,0.75,0.75,0.75,0.5,0.5,0.5,0,0.5,0,0.75,
22,0.75,0,0.25,0.75,0.5,0.5,0.5,0.5,0,0,0.25,0.75,
23,0,0,0,0.25,0.5,0,0.25,0.5,0.75,0.25,0,0.25,
24,0,0,0,0,0,0.75,0,0.25,0.75,0.75,0.75,0.25,
25,0,0.5,0.75,0.75,0.25,0.75,0,0.5,0,0.5,0.5,0.5,
26,0.25,0.75,0.25,0.75,0.75,0.5,0.75,0,0.5,0.75,0,0.75,
27,0.75,0.5,0,0.25,0,0,0.75,0.75,0,0.25,0.75,0,
28,0,0.75,0.25,0.5,0,0.5,0.25,0.5,0.25,0.25,0,0,
29,0.75,0,0.25,0.5,0,0.25,0.25,0.25,0.75,0.25,0.25,0.5,
30,0.25,0.75,0.25,0.5,0.5,0.25,0.5,0,0.75,0.75,0.5,0.25,
31,0,0.5,0.25,0.25,0.75,0.25,0.25,0.25,0.75,0.5,0.5,0,
32,0.25,0.5,0.25,0,0.75,0.75,0,0,0.25,0.5,0.25,0,
33,0.25,0.75,0.25,0.5,0,0.25,0,0.5,0.75,0,0.75,0,
34,0.75,0.5,0,0.75,0.5,0.25,0.5,0.75,0.5,0.25,0.5,0.5,
35,0,0.25,0,0,0,0.25,0.75,0.25,0.75,0,0.75,0,
36,0.5,0,0.5,0.75,0.25,0.25,0.5,0.25,0.25,0,0.75,0.75,
37,0.25,0,0.5,0,0.75,0.5,0.25,0.75,0.5,0.25,0.25,0.25,
38,0.25,0.5,0.5,0.25,0,0.25,0.5,0.5,0.25,0.75,0,0.75,
39,0.25,0.75,0.25,0,0.75,0.75,0.25,0.25,0.75,0.25,0.75,0,
40,0.5,0.25,0.5,0,0,0.75,0.5,0.75,0.25,0.75,0.25,0.75,
41,0.5,0.75,0.5,0.25,0.25,0.75,0.25,0.5,0,0.25,0.5,0.5,
42,0.25,0,0.5,0.5,0.25,0,0.75,0.75,0.25,0,0.75,0.75,
43,0.25,0.5,0.25,0.25,0,0.75,0.25,0.5,0,0.5,0.5,0.5,
44,0.75,0.75,0.75,0.5,0.5,0.25,0.5,0,0.75,0,0.25,0.75,
45,0.75,0.75,0,0.5,0,0.25,0.25,0.25,0.5,0.5,0,0.75,
46,0.25,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.25,0.25,0.25,
47,0,0.25,0,0.75,0.25,0.75,0.75,0.5,0.5,0.75,0.75,0.75,
