sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
0,0.25,0.25,0.25,0,0,0.75,0.75,0.75,0.5,0.25,0,0,
1,0.75,0,0.25,0.25,0,0.75,0.75,0.75,0.25,0.5,0.5,0.5,
2,0,0.25,0.25,0.75,0.25,0.5,0.25,0.75,0.75,0.25,0.5,0.5,
3,0.25,0,0.25,0.5,0,0,0.5,0.25,0.5,0.75,0,0.25,
4,0.5,0.75,0.5,0,0,0.5,0.5,0.25,0.5,0,0,0.75,
5,0.75,0,0.25,0.5,0.5,0.5,0.5,0.75,0,0.75,0.75,0.75,
6,0.25,0.75,0.25,0.75,0.5,0.75,0.75,0.25,0,0.75,0.75,0.5,
7,0.25,0.5,0.25,0.25,0.25,0.25,0.5,0.75,0.75,0,0.5,0.5,
8,0.75,0.5,0.75,0.75,0.5,0,0.5,0.75,0,0.25,0.75,0.75,
9,0.75,0.75,0.25,0.5,0,0.75,0,0.5,0,0.5,0.75,0.5,
10,0.75,0.75,0,0.5,0.5,0.75,0,0.25,0.5,0.75,0.5,0,
11,0.5,0.5,0.5,0.5,0,0.25,0.25,0.5,0.75,0.5,0.25,0,
12,0.5,0.5,0.75,0.25,0,0.75,0,0,0.25,0.75,0.75,0.25,
13,0.5,0,0.75,0.5,0.75,0.5,0.25,0.5,0,0.25,0.75,0.5,
14,0.75,0,0.5,0,0,0,0.75,0,0.5,0.75,0.75,0.75,
15,0,0.5,0,0.5,0.75,0.5,0.75,0.75,0.25,0.75,0.25,0.5,
16,0.5,0,0.25,0,0,0.25,0.25,0.5,0.25,0.5,0.75,0,
17,0.5,0,0.5,0.25,0,0.5,0.75,0.25,0.25,0.5,0.75,0.25,
18,0.25,0,0.75,0.75,0.5,0.25,0,0.75,0.5,0,0,0,
19,0.5,0.5,0.75,0.5,0.25,0.25,0.5,0.75,0.5,0.75,0.5,0.25,
20,0,0,0,0.25,0.5,0.25,0.5,0.25,0.25,0,0.75,0.25,
21,0.5,0.5,0,0.75,0.25,0.5,0.5,0,0.25,0.75,0.5,0,
22,0,0.75,0.5,0.5,0,0.5,0.5,0,0,0.25,0.5,0.5,
23,0.75,0.5,0.5,0.25,0.5,0.25,0.75,0.5,0,0.25,0.25,0.5,
24,0.5,0.5,0,0.5,0.25,0,0.5,0,0.5,0.5,0.5,0.25,
25,0.5,0.5,0.25,0.25,0.25,0.25,0.75,0,0.5,0.25,0.5,0.5,
26,0.75,0.75,0.5,0.5,0.25,0.25,0,0.25,0,0.5,0.5,0.5,
27,0.25,0.25,0.25,0.5,0,0,0.25,0.5,0.25,0.5,0.75,0,
28,0.5,0.5,0.25,0,0.75,0,0.75,0.5,0.5,0.25,0.75,0.75,
29,0.75,0.5,0.5,0.25,0.25,0.75,0.75,0.5,0.25,0.75,0.5,0.5,
30,0,0.25,0.25,0,0,0.75,0.75,0.5,0,0.75,0.75,0,
31,0.5,0.25,0,0.25,0.25,0.75,0,0.75,0.25,0.25,0.5,0,
32,0,0,0.5,0.75,0.5,0.5,0,0.75,0.75,0.25,0.75,0.75,
33,0,0.5,0.5,0,0.75,0,0.5,0,0.5,0.75,0,0.5,
34,0.25,0.75,0.25,0.5,0.75,0.25,0.5,0.5,0,0,0,0.25,
35,0.75,0.5,0,0.5,0.5,0,0.25,0.25,0,0,0.5,0.5,
36,0.25,0.5,0.25,0.75,0,0.5,0.75,0.5,0.25,0.75,0.75,0.75,
37,0,0,0.5,0.5,0.25,0.5,0.25,0.25,0.25,0.75,0.5,0.5,
38,0.75,0.75,0.75,0.5,0,0,0,0.25,0,0.25,0,0,
39,0.25,0.75,0.75,0.25,0.25,0,0.5,0.75,0.5,0.75,0.25,0,
40,0.75,0,0.75,0.25,0.25,0.75,0.25,0.25,0.25,0.25,0.25,0.5,
