sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
0,0.25,0.5,0.5,0.75,0.25,0,0,0.75,0,0.75,0.25,0.25,
1,0.25,0.25,0.5,0.5,0,0.25,0.25,0.25,0,0.75,0.75,0.75,
2,0,0,0.75,0.75,0.25,0.25,0.25,0.75,0,0.75,0.75,0,
3,0,0,0,0.25,0.75,0.25,0.5,0.5,0,0.75,0,0.5,
4,0.25,0.25,0,0,0.5,0.25,0.25,0.5,0,0.5,0.75,0.5,
5,0,0.25,0.25,0.25,0,0.25,0.5,0,0.75,0.25,0.5,0.5,
6,0.75,0.25,0.25,0.25,0.5,0.5,0.75,0.75,0.75,0.5,0,0,
7,0.25,0.75,0,0,0.25,0.25,0.25,0.75,0.5,0.5,0.25,0,
8,0,0.5,0.25,0.5,0.75,0,0,0,0.5,0.5,0.5,0.25,
9,0.5,0.75,0.5,0.5,0,0,0.5,0.25,0,0.75,0.5,0.5,
10,0,0,0,0.25,0.75,0,0,0.25,0.5,0.75,0.5,0.5,
11,0,0.25,0.5,0.5,0.75,0,0.5,0.5,0.75,0.75,0.75,0.25,
12,0.75,0.25,0.5,0.5,0.75,0.75,0.5,0,0.25,0.5,0,0.25,
13,0.75,0.25,0.5,0.5,0.25,0.75,0.75,0,0.25,0.75,0.25,0.75,
14,0,0.5,0.25,0.5,0.75,0.25,0.75,0.25,0.75,0.75,0.25,0.5,
15,0.5,0.25,0,0,0.25,0.75,0.25,0.75,0.25,0.5,0.5,0.25,
16,0,0.25,0,0.75,0,0,0.5,0.25,0.75,0.5,0.75,0.5,
17,0.5,0.5,0.25,0.25,0.25,0.75,0.5,0.5,0,0.75,0.25,0.25,
18,0.75,0,0.25,0.25,0.75,0.25,0.5,0,0.25,0.5,0.25,0,
19,0,0.75,0.75,0.75,0.75,0.5,0.25,0,0,0.75,0,0.5,
20,0,0.5,0.75,0.5,0.25,0.75,0.75,0.75,0,0.75,0.25,0.5,
21,0.75,0.25,0,0,0.5,0.25,0.75,0.5,0,0.5,0.25,0.5,
22,0.25,0.5,0.75,0,0,0.75,0.5,0.75,0.5,0,0.75,0.25,
23,0.75,0,0.25,0.5,0.75,0,0,0,0.25,0.5,0.25,0,
24,0.5,0.5,0.25,0,0.25,0.5,0.75,0,0.5,0.75,0.75,0.25,
25,0.5,0.5,0.5,0.75,0.5,0.25,0.75,0.75,0,0.75,0,0,
26,0.25,0.5,0.25,0.5,0.5,0,0,0,0.25,0.5,0.5,0,
27,0.25,0.75,0.5,0.75,0.75,0,0.25,0.25,0.75,0.75,0.75,0.75,
28,0.75,0.75,0,0.75,0.75,0.5,0.5,0.25,0,0,0.25,0.25,
29,0.75,0.75,0,0.75,0.5,0.5,0.75,0,0.25,0.75,0.25,0.75,
30,0,0.75,0,0,0.5,0.75,0.75,0.75,0.75,0.5,0.25,0.25,
31,0.5,0.5,0.5,0.75,0.75,0.25,0.75,0.75,0.25,0.25,0.25,0,
32,0.75,0.75,0.75,0.5,0,0,0.25,0,0,0,0,0.75,
33,0,0.5,0.5,0.25,0.75,0,0,0.25,0,0.75,0.5,0.75,
34,0.75,0.25,0.25,0,0.75,0,0,0.5,0.75,0.25,0.5,0.25,
35,0.75,0.5,0.5,0.75,0.5,0.5,0.25,0,0,0.25,0.25,0,
36,0.25,0.75,0.25,0.25,0.75,0.25,0.5,0,0.5,0.5,0.25,0.5,
