sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
0,0,0,0.25,0.75,0,0.75,0,0,0,0.25,0.5,0.25,
1,0,0.5,0.25,0.5,0.25,0.5,0.75,0.25,0.25,0,0.5,0.25,
2,0.75,0.75,0.5,0.75,0,0.75,0,0.5,0.5,0.25,0.25,0.75,
3,0.25,0,0,0.75,0.25,0,0.5,0.5,0.5,0,0.25,0.25,
4,0.5,0.25,0,0.75,0,0,0.75,0.75,0.75,0,0.5,0.75,
5,0.25,0.25,0.75,0,0.5,0.25,0.25,0.75,0.25,0.75,0.75,0.75,
6,0.5,0.75,0.75,0,0.5,0.25,0.25,0.5,0.25,0.5,0.75,0,
7,0.5,0.25,0.25,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0,0,
8,0.25,0.75,0.25,0,0.25,0.75,0,0.25,0.75,0.75,0.5,0.25,
9,0,0,0.25,0.25,0.75,0,0.5,0,0.75,0.25,0.5,0.75,
10,0.25,0.25,0,0.5,0.75,0.5,0.25,0.25,0.75,0.75,0.25,0,
11,0,0.75,0.75,0.5,0.25,0,0.75,0.5,0.25,0.5,0.5,0.75,
12,0.25,0.25,0.5,0,0.5,0,0.5,0.75,0.5,0.5,0.25,0,
13,0,0,0,0,0,0.25,0,0,0,0.25,0,0,
14,0.5,0.5,0.5,0.5,0.5,0,0.75,0,0,0.5,0,0.75,
15,0.75,0.5,0.75,0.75,0.5,0,0,0.75,0.25,0.25,0.25,0.25,
16,0.25,0.5,0.5,0.25,0.5,0,0,0,0.5,0.5,0,0.5,
17,0.25,0,0,0.25,0.5,0.75,0.75,0.5,0.75,0.25,0.5,0.75,
18,0,0,0.25,0.25,0.25,0.75,0.75,0,0.25,0.5,0,0.25,
19,0.5,0,0.5,0.25,0,0,0.25,0,0.25,0,0.75,0,
20,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0.75,0,0.75,0.75,
21,0.25,0.25,0,0.5,0,0.75,0.75,0.75,0,0.75,0.75,0.5,
22,0,0.75,0.75,0.25,0.5,0.5,0.75,0,0,0.5,0.5,0.5,
23,0.5,0.5,0.75,0.25,0.5,0,0.75,0.5,0.75,0.75,0.25,0.5,
24,0.5,0.5,0.5,0,0.5,0.5,0.75,0.5,0,0.25,0,0.75,
25,0,0.5,0,0.5,0.25,0.5,0,0,0,0.75,0.25,0.75,
26,0,0.75,0.75,0.75,0.5,0.5,0.5,0,0.5,0,0.75,0.5,
27,0.75,0.75,0.75,0.75,0.5,0,0.5,0.5,0.5,0.75,0.25,0.75,
28,0.5,0.5,0.25,0.5,0,0.5,0.25,0,0.25,0,0.5,0.75,
29,0.25,0,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.25,0.75,0,
30,0.5,0,0.25,0.25,0.25,0.75,0,0.75,0.25,0.25,0.25,0.75,
31,0.5,0.75,0.75,0.25,0,0,0.5,0,0,0.25,0.75,0.75,
32,0.5,0,0,0.5,0,0.5,0.75,0.5,0,0,0.5,0,
33,0,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.25,0,0,0,
34,0,0.5,0.75,0.75,0.75,0.25,0.75,0.75,0,0,0.5,0,
35,0.5,0.25,0,0.75,0.25,0.25,0.25,0.5,0,0,0.5,0,
36,0,0,0,0,0,0,0.5,0,0.75,0.25,0.25,0.75,
37,0.5,0,0.75,0.5,0.5,0.5,0.75,0.75,0.5,0,0,0,
38,0.25,0.25,0.25,0.5,0.25,0.25,0.5,0.25,0.25,0.75,0.5,0.75,
39,0.5,0.25,0.25,0.25,0.5,0.75,0.25,0.5,0.5,0,0.25,0.25,
40,0,0.5,0,0,0.25,0.5,0.25,0.75,0,0.75,0,0.75,
41,0.5,0.5,0.75,0.5,0.5,0.25,0.75,0,0.75,0.5,0.75,0.25,
42,0.5,0.25,0.5,0,0.25,0.5,0.5,0.5,0.5,0,0.25,0,
43,0.25,0,0,0.25,0.25,0.5,0,0.25,0,0.5,0.75,0,
44,0.5,0.5,0.5,0.75,0.5,0.25,0.25,0,0.25,0.75,0.75,0,
45,0.5,0.25,0.5,0.5,0.25,0,0.75,0.25,0.25,0.25,0,0.25,
46,0.25,0,0.25,0.5,0.75,0,0,0.5,0,0.75,0,0.5,
47,0.25,0.25,0.75,0.5,0.75,0.25,0.75,0.5,0,0,0.75,0.75,
48,0,0.25,0.75,0.5,0.75,0.25,0.75,0.25,0.75,0.75,0.5,0.75,
49,0.5,0.5,0.5,0.25,0.75,0,0.5,0.5,0.5,0.25,0,0.25,
50,0,0.25,0.75,0,0,0,0.25,0.75,0.75,0.25,0,0.5,
51,0,0.5,0.25,0.75,0,0,0.5,0.75,0.25,0.25,0.75,0.75,
52,0.25,0.25,0,0.5,0.5,0.25,0,0.25,0.25,0.25,0.25,0.75,
53,0.25,0.25,0.25,0,0,0.25,0.5,0.25,0.25,0.75,0.25,0.75,
54,0.75,0.25,0.25,0.5,0.25,0.5,0,0.25,0.25,0.5,0.75,0.5,
55,0,0.75,0.5,0,0,0.75,0.25,0.5,0.75,0.5,0,0.25,
56,0.25,0.25,0.25,0.25,0.75,0.25,0.75,0,0,0,0.75,0,
57,0,0.75,0.25,0.5,0,0.5,0.5,0.5,0.75,0.5,0.5,0.25,
58,0.25,0.75,0.25,0.75,0.75,0.75,0,0.25,0,0.75,0.5,0,
59,0.5,0,0.75,0.75,0.75,0,0.75,0.25,0.75,0.75,0,0.25,
60,0,0,0,0.25,0.25,0.5,0.25,0.5,0.5,0,0.25,0.5,
61,0.5,0.5,0,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,
62,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.5,0.75,0.75,0,0,
63,0.75,0.25,0,0.25,0.75,0.5,0,0,0.25,0,0,0.25,
64,0.75,0,0.75,0.75,0.25,0.5,0.5,0.75,0.75,0,0.25,0,
65,0,0,0.75,0,0.5,0.5,0.25,0.5,0,0.25,0.25,0.25,
66,0.5,0.25,0.25,0.75,0,0.25,0,0.75,0,0.5,0.25,0.5,
67,0.25,0.75,0.5,0.25,0.25,0.75,0.25,0.25,0,0,0,0.5,
68,0,0.75,0.75,0.25,0,0.5,0.75,0.5,0.5,0.75,0.75,0.5,
69,0,0,0,0.5,0.5,0.25,0.5,0.25,0.75,0.75,0.25,0.25,
