sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
0,0,0.25,0.25,0.25,0.25,0.5,0.75,0.25,0.75,0.25,0.25,0.75,
1,0.25,0.5,0,0,0,0.25,0.75,0,0,0.75,0.5,0,
2,0,0,0.5,0.75,0.75,0.5,0,0,0,0.5,0.75,0.75,
3,0.5,0.25,0.25,0.5,0.25,0.5,0,0.5,0.5,0.25,0.75,0.5,
4,0,0.25,0,0,0.5,0,0,0,0.75,0.75,0.75,0,
5,0,0.5,0.75,0.75,0.5,0.25,0,0.75,0.75,0.5,0.25,0,
6,0,0.25,0,0.5,0.75,0,0,0,0,0.75,0,0.25,
7,0,0.25,0.75,0.25,0.25,0.75,0,0,0.75,0.5,0.5,0,
8,0.5,0.5,0.75,0.75,0.5,0.75,0,0.75,0.5,0,0.75,0.5,
9,0.75,0.25,0.25,0,0.25,0.5,0.5,0.25,0.75,0.75,0,0,
10,0.75,0.5,0.75,0.75,0,0.25,0.5,0,0,0.25,0,0.25,
11,0.5,0.25,0.75,0.25,0.5,0.5,0.75,0,0.75,0,0.5,0.5,
12,0.5,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0,
13,0.75,0.25,0.75,0,0.25,0.5,0.5,0.25,0.75,0.25,0,0.5,
14,0,0.75,0.75,0.5,0.25,0.5,0.75,0,0,0.5,0.5,0.25,
15,0,0,0.25,0,0.75,0.25,0.5,0.5,0.25,0,0,0,
16,0,0.25,0.25,0.75,0.75,0.25,0.5,0.75,0.75,0,0.25,0.75,
17,0.25,0.25,0.5,0.75,0,0.75,0.75,0.5,0,0.5,0,0.5,
18,0.25,0.5,0.25,0.5,0,0.5,0,0.25,0.25,0.75,0.75,0.75,
19,0.5,0,0,0.5,0,0.5,0.75,0.75,0.25,0,0.5,0.25,
20,0.5,0,0.75,0.25,0.5,0.25,0.75,0.75,0,0.75,0.5,0,
21,0.75,0,0,0.75,0.75,0.75,0.75,0.75,0.25,0.75,0.5,0.25,
22,0.75,0.5,0.25,0.25,0.5,0,0.5,0.5,0.25,0,0.75,0.25,
23,0,0,0.5,0.25,0.5,0.25,0.25,0.5,0,0.25,0.5,0.75,
24,0.75,0.75,0.75,0.25,0.75,0.75,0.75,0,0,0.5,0.25,0.5,
25,0.5,0.75,0,0.75,0.75,0,0,0.25,0.25,0.5,0.5,0.75,
26,0.75,0,0.75,0.75,0.25,0.75,0.75,0,0.25,0.5,0,0.25,
27,0,0.75,0,0.75,0.75,0.5,0.5,0.75,0.5,0.5,0.75,0.5,
28,0.25,0.25,0.5,0,0.75,0.5,0,0.75,0.25,0.25,0.75,0,
29,0,0.5,0.5,0.25,0.25,0.75,0.25,0.25,0.75,0,0,0.5,
30,0.5,0,0.75,0.25,0.75,0,0.75,0.5,0,0.75,0,0,
31,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0,0,0.5,0,0.25,
32,0.75,0.5,0,0.25,0.5,0.75,0.25,0.25,0,0.25,0.5,0,
33,0.5,0.75,0,0.75,0.25,0.5,0.5,0,0.25,0,0.75,0.5,
34,0.75,0.25,0,0.25,0.25,0.75,0.75,0.5,0.25,0.25,0.5,0.5,
35,0.5,0,0.25,0.5,0,0,0.5,0.25,0,0.75,0,0.5,
36,0.25,0.75,0.75,0,0.75,0.75,0.25,0,0,0.75,0,0,
37,0.25,0.5,0,0,0.5,0.75,0,0,0.5,0.25,0,0,
38,0,0,0.75,0.75,0,0,0.5,0.75,0.25,0.5,0.5,0.5,
39,0.75,0.5,0.75,0.75,0.25,0,0.5,0.25,0.25,0,0.25,0.5,
40,0.75,0.75,0.25,0.75,0.5,0.5,0,0.25,0.5,0,0.5,0.25,
41,0.75,0.75,0.5,0.5,0.75,0.25,0,0.5,0.25,0.5,0.75,0.75,
42,0,0,0,0.5,0.25,0,0.5,0.5,0,0,0.25,0,
43,0.75,0.25,0.25,0.25,0,0,0.25,0.75,0.5,0,0,0.75,
44,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0,0.75,0.75,0.75,
45,0.75,0.75,0,0,0.5,0.75,0.25,0.75,0,0.25,0,0.25,
46,0.75,0.25,0.25,0.5,0,0.75,0,0.25,0.25,0.5,0.75,0,
47,0,0.75,0.75,0.75,0.5,0.75,0.75,0.5,0.75,0.5,0.5,0,
48,0.75,0.5,0.25,0.25,0.75,0,0.5,0,0.75,0.75,0,0,
49,0.5,0.5,0,0.5,0.5,0.25,0.5,0.5,0,0,0.25,0.75,
50,0,0.25,0.5,0,0.75,0.25,0.5,0.25,0.5,0.25,0.5,0.25,
51,0.5,0,0.75,0.5,0.25,0.5,0,0.5,0,0.75,0.75,0.5,
52,0.75,0.75,0.5,0.75,0.75,0.75,0.25,0.25,0.75,0.25,0.75,0.5,
53,0.25,0,0.25,0.75,0.75,0.75,0.75,0.5,0.25,0.25,0,0.25,
